zcta5,year,assessment_type,is_caaspp,is_cst,school_year_complete,n_schools,avg_pct_met_ela,avg_pct_met_math,avg_pct_met_overall,median_pct_met_overall,min_pct_met_overall,max_pct_met_overall,overall_score_range,total_students_tested,total_students_tested_reported_positive,total_students_tested_unreliable,school_quality_extended_eligible
90001,2012,CST,False,True,True,16,33.81,48.34,37.04,41.62,12.42,57.15,44.73,15303,True,False,True
90001,2013,CST,False,True,True,17,35.71,49.34,39.46,41.0,19.5,62.4,42.9,15136,True,False,True
90001,2014,INTERPOLATED,False,False,False,18,34.36,41.06,36.17,37.5,19.5,51.95,32.45,7568,True,False,True
90001,2015,CAASPP,True,False,True,18,33.0,32.78,32.89,34.0,19.5,41.5,22.0,0,False,True,True
90001,2016,CAASPP,True,False,True,17,34.35,33.71,34.03,33.5,22.0,49.0,27.0,0,False,True,True
90001,2017,CAASPP,True,False,True,18,33.67,32.35,33.01,32.77,21.01,42.18,21.169999999999998,0,False,True,True
90001,2018,CAASPP,True,False,True,18,35.36,35.12,35.24,36.16,23.06,44.34,21.280000000000005,0,False,True,True
90001,2019,CAASPP,True,False,True,18,37.78,35.3,36.54,37.17,22.39,43.78,21.39,0,False,True,True
90001,2020,INTERPOLATED,False,False,False,12,40.92,32.55,36.73,36.64,26.74,43.41,16.669999999999998,0,False,True,True
90001,2021,CAASPP,True,False,True,5,44.05,29.8,36.92,36.11,31.08,43.04,11.96,0,False,True,True
90001,2022,CAASPP,True,False,True,19,34.64,28.77,31.71,33.01,22.06,39.9,17.84,0,False,True,True
90001,2023,CAASPP,True,False,True,19,34.15,31.48,32.82,33.1,23.26,41.9,18.639999999999997,0,False,True,True
90001,2024,CAASPP,True,False,True,19,35.46,30.85,33.15,34.03,23.8,40.62,16.819999999999997,0,False,True,True
90002,2012,CST,False,True,True,12,29.27,48.95,32.77,28.96,4.56,66.46,61.89999999999999,8760,True,False,True
90002,2013,CST,False,True,True,13,28.14,49.67,33.21,32.71,6.67,63.19,56.519999999999996,8446,True,False,True
90002,2014,INTERPOLATED,False,False,False,12,27.61,38.34,29.88,30.36,10.84,51.34,40.5,4223,True,False,True
90002,2015,CAASPP,True,False,True,12,27.08,27.0,26.54,28.0,15.0,39.5,24.5,0,False,True,True
90002,2016,CAASPP,True,False,True,13,32.08,28.33,30.38,31.5,14.5,40.0,25.5,0,False,True,True
90002,2017,CAASPP,True,False,True,12,30.89,31.59,30.91,31.86,23.16,38.59,15.430000000000003,0,False,True,True
90002,2018,CAASPP,True,False,True,12,32.99,29.03,31.01,30.68,10.68,42.86,32.18,0,False,True,True
90002,2019,CAASPP,True,False,True,13,31.86,33.06,31.78,29.89,15.38,48.89,33.51,0,False,True,True
90002,2020,INTERPOLATED,False,False,False,7,27.78,29.68,28.4,27.45,20.2,36.95,16.750000000000004,0,False,True,True
90002,2021,CAASPP,True,False,True,1,23.71,26.31,25.01,25.01,25.01,25.01,0.0,0,False,True,True
90002,2022,CAASPP,True,False,True,11,28.93,27.94,28.43,27.78,16.8,40.84,24.040000000000003,0,False,True,True
90002,2023,CAASPP,True,False,True,12,29.46,28.98,29.05,29.37,19.15,38.19,19.04,0,False,True,True
90002,2024,CAASPP,True,False,True,11,32.09,32.28,32.19,35.52,19.29,43.63,24.340000000000003,0,False,True,True
90003,2012,CST,False,True,True,19,39.39,51.21,43.07,47.34,5.92,72.98,67.06,17414,True,False,True
90003,2013,CST,False,True,True,22,38.6,52.06,42.06,44.71,4.63,96.5,91.87,17846,True,False,True
90003,2014,INTERPOLATED,False,False,False,22,35.04,41.96,36.6,37.11,7.32,77.75,70.43,8923,True,False,True
90003,2015,CAASPP,True,False,True,21,31.48,31.85,31.14,29.5,10.0,59.0,49.0,0,False,True,True
90003,2016,CAASPP,True,False,True,21,34.19,33.76,33.98,33.0,21.5,56.0,34.5,0,False,True,True
90003,2017,CAASPP,True,False,True,22,35.37,33.45,34.4,32.98,26.72,44.87,18.15,0,False,True,True
90003,2018,CAASPP,True,False,True,22,35.27,33.13,34.2,34.97,13.64,51.74,38.1,0,False,True,True
90003,2019,CAASPP,True,False,True,20,37.42,38.2,37.81,37.13,19.26,53.64,34.379999999999995,0,False,True,True
90003,2020,INTERPOLATED,False,False,False,12,37.42,31.55,34.48,34.33,23.25,44.0,20.75,0,False,True,True
90003,2021,CAASPP,True,False,True,4,37.41,24.9,31.16,31.52,27.24,34.35,7.110000000000003,0,False,True,True
90003,2022,CAASPP,True,False,True,21,33.77,30.38,32.08,32.84,16.5,43.38,26.880000000000003,0,False,True,True
90003,2023,CAASPP,True,False,True,21,32.8,33.27,32.73,32.32,20.34,43.34,23.000000000000004,0,False,True,True
90003,2024,CAASPP,True,False,True,21,33.56,33.51,33.27,33.01,22.22,46.88,24.660000000000004,0,False,True,True
90004,2012,CST,False,True,True,12,55.5,69.8,59.22,64.53,9.11,89.18,80.07000000000001,10614,True,False,True
90004,2013,CST,False,True,True,12,53.6,70.59,58.98,61.58,8.98,89.13,80.14999999999999,10292,True,False,True
90004,2014,INTERPOLATED,False,False,False,14,46.46,55.46,49.4,51.29,13.49,73.32,59.82999999999999,5146,True,False,True
90004,2015,CAASPP,True,False,True,15,39.33,40.33,39.83,41.0,18.0,57.5,39.5,0,False,True,True
90004,2016,CAASPP,True,False,True,15,41.87,41.13,41.5,42.0,20.5,58.5,38.0,0,False,True,True
90004,2017,CAASPP,True,False,True,15,41.3,43.95,41.46,41.99,9.09,56.56,47.47,0,False,True,True
90004,2018,CAASPP,True,False,True,15,44.37,43.57,43.97,44.26,14.04,61.63,47.59,0,False,True,True
90004,2019,CAASPP,True,False,True,15,46.24,48.29,47.26,47.09,34.18,61.83,27.65,0,False,True,True
90004,2020,INTERPOLATED,False,False,False,9,47.6,45.7,46.64,46.66,37.06,56.88,19.82,0,False,True,True
90004,2021,CAASPP,True,False,True,3,48.95,43.1,46.02,46.22,39.94,51.92,11.980000000000004,0,False,True,True
90004,2022,CAASPP,True,False,True,15,48.18,42.84,45.51,46.04,33.34,70.24,36.89999999999999,0,False,True,True
90004,2023,CAASPP,True,False,True,15,49.13,46.05,47.59,46.88,37.22,75.09,37.870000000000005,0,False,True,True
90004,2024,CAASPP,True,False,True,15,46.34,47.71,47.02,44.26,37.92,74.03,36.11,0,False,True,True
90005,2012,CST,False,True,True,11,48.31,50.12,47.93,45.7,28.75,70.05,41.3,10043,True,False,True
90005,2013,CST,False,True,True,11,47.63,52.61,48.82,45.6,31.25,66.69,35.44,9819,True,False,True
90005,2014,INTERPOLATED,False,False,False,12,42.15,45.8,43.32,42.18,30.62,55.34,24.720000000000002,4910,True,False,True
90005,2015,CAASPP,True,False,True,12,36.67,39.0,37.83,38.75,30.0,44.0,14.0,0,False,True,True
90005,2016,CAASPP,True,False,True,12,41.83,39.83,40.83,42.25,30.5,50.0,19.5,0,False,True,True
90005,2017,CAASPP,True,False,True,12,38.36,38.15,38.26,38.64,28.76,49.7,20.94,0,False,True,True
90005,2018,CAASPP,True,False,True,12,38.69,38.49,38.59,38.9,28.78,52.38,23.6,0,False,True,True
90005,2019,CAASPP,True,False,True,12,39.56,38.94,39.25,40.35,30.2,51.66,21.459999999999997,0,False,True,True
90005,2020,INTERPOLATED,False,False,False,8,40.35,34.68,37.8,38.67,28.49,46.82,18.330000000000002,0,False,True,True
90005,2021,CAASPP,True,False,True,5,41.14,30.42,36.36,37.0,26.78,41.97,15.189999999999998,0,False,True,True
90005,2022,CAASPP,True,False,True,12,39.68,33.75,36.72,32.45,24.23,52.64,28.41,0,False,True,True
90005,2023,CAASPP,True,False,True,12,39.9,34.19,37.04,33.39,26.12,52.38,26.26,0,False,True,True
90005,2024,CAASPP,True,False,True,12,41.06,37.22,39.14,36.14,29.39,56.58,27.189999999999998,0,False,True,True
90006,2012,CST,False,True,True,6,47.43,56.21,51.82,53.28,40.06,63.08,23.019999999999996,6346,True,False,True
90006,2013,CST,False,True,True,6,44.22,58.56,51.39,52.75,37.71,61.35,23.64,5858,True,False,True
90006,2014,INTERPOLATED,False,False,False,6,38.31,46.98,42.64,43.62,33.86,49.68,15.82,2929,True,False,True
90006,2015,CAASPP,True,False,True,5,32.4,35.4,33.9,34.5,30.0,38.0,8.0,0,False,True,True
90006,2016,CAASPP,True,False,True,5,31.6,34.8,33.2,35.0,26.5,38.5,12.0,0,False,True,True
90006,2017,CAASPP,True,False,True,5,34.45,33.84,34.15,37.16,26.95,39.52,12.570000000000004,0,False,True,True
90006,2018,CAASPP,True,False,True,6,36.08,32.87,34.48,34.14,30.29,43.26,12.969999999999999,0,False,True,True
90006,2019,CAASPP,True,False,True,6,36.73,34.35,35.54,35.39,27.97,40.3,12.329999999999998,0,False,True,True
90006,2020,INTERPOLATED,False,False,False,4,43.58,38.42,41.0,40.92,37.22,43.38,6.160000000000004,0,False,True,True
90006,2021,CAASPP,True,False,True,1,50.42,42.5,46.46,46.46,46.46,46.46,0.0,0,False,True,True
90006,2022,CAASPP,True,False,True,7,36.45,34.06,35.25,35.61,28.68,43.24,14.560000000000002,0,False,True,True
90006,2023,CAASPP,True,False,True,7,35.06,34.34,34.7,34.06,28.73,46.79,18.06,0,False,True,True
90006,2024,CAASPP,True,False,True,7,35.16,33.95,34.55,33.0,28.66,42.74,14.080000000000002,0,False,True,True
90007,2012,CST,False,True,True,17,43.56,49.52,45.11,46.29,6.85,68.37,61.52,14406,True,False,True
90007,2013,CST,False,True,True,17,42.36,48.87,44.62,45.58,12.18,69.6,57.419999999999995,14048,True,False,True
90007,2014,INTERPOLATED,False,False,False,16,37.83,41.26,39.04,39.79,17.34,56.55,39.209999999999994,7024,True,False,True
90007,2015,CAASPP,True,False,True,14,33.29,33.64,33.46,34.0,22.5,43.5,21.0,0,False,True,True
90007,2016,CAASPP,True,False,True,14,35.14,37.36,36.25,36.25,24.5,45.5,21.0,0,False,True,True
90007,2017,CAASPP,True,False,True,15,39.02,37.37,38.19,39.42,18.73,61.17,42.44,0,False,True,True
90007,2018,CAASPP,True,False,True,15,38.12,38.74,38.43,38.74,19.19,66.97,47.78,0,False,True,True
90007,2019,CAASPP,True,False,True,16,41.6,38.81,40.2,39.75,24.14,61.35,37.21,0,False,True,True
90007,2020,INTERPOLATED,False,False,False,11,43.96,37.93,40.94,41.46,27.49,56.1,28.610000000000003,0,False,True,True
90007,2021,CAASPP,True,False,True,6,46.32,37.05,41.68,43.18,30.84,50.84,20.000000000000004,0,False,True,True
90007,2022,CAASPP,True,False,True,16,38.42,32.34,35.38,35.68,22.46,59.41,36.949999999999996,0,False,True,True
90007,2023,CAASPP,True,False,True,16,38.55,35.36,36.96,37.13,22.42,61.44,39.019999999999996,0,False,True,True
90007,2024,CAASPP,True,False,True,16,40.45,37.45,38.95,37.34,29.11,61.24,32.13,0,False,True,True
90008,2012,CST,False,True,True,9,42.51,38.14,39.99,36.33,30.85,54.21,23.36,4815,True,False,True
90008,2013,CST,False,True,True,8,36.19,36.96,36.11,34.71,27.26,46.64,19.38,4580,True,False,True
90008,2014,INTERPOLATED,False,False,False,8,34.1,32.23,32.93,30.6,22.63,44.82,22.19,2290,True,False,True
90008,2015,CAASPP,True,False,True,8,32.0,27.5,29.75,26.5,18.0,43.0,25.0,0,False,True,True
90008,2016,CAASPP,True,False,True,8,31.25,29.38,30.31,25.5,19.0,51.0,32.0,0,False,True,True
90008,2017,CAASPP,True,False,True,8,29.92,27.33,28.62,24.76,16.02,45.14,29.12,0,False,True,True
90008,2018,CAASPP,True,False,True,8,27.97,30.3,29.14,29.05,14.59,46.79,32.2,0,False,True,True
90008,2019,CAASPP,True,False,True,8,28.1,31.5,29.8,27.04,14.71,47.04,32.33,0,False,True,True
90008,2020,INTERPOLATED,False,False,False,4,31.24,31.34,31.29,29.9,23.74,39.9,16.16,0,False,True,True
90008,2021,CAASPP,True,False,True,1,34.37,31.17,32.77,32.77,32.77,32.77,0.0,0,False,True,True
90008,2022,CAASPP,True,False,True,8,29.62,24.82,27.22,26.99,11.05,40.7,29.650000000000002,0,False,True,True
90008,2023,CAASPP,True,False,True,8,30.78,25.2,27.99,26.28,13.64,43.6,29.96,0,False,True,True
90008,2024,CAASPP,True,False,True,8,30.29,29.95,30.12,28.2,10.53,48.01,37.48,0,False,True,True
90010,2012,CST,False,True,True,1,35.85,54.63,45.24,45.24,45.24,45.24,0.0,1224,True,False,True
90010,2013,CST,False,True,True,1,38.85,54.43,46.64,46.64,46.64,46.64,0.0,1223,True,False,True
90010,2014,INTERPOLATED,False,False,False,1,33.42,43.22,38.32,38.32,38.32,38.32,0.0,612,True,False,True
90010,2015,CAASPP,True,False,True,1,28.0,32.0,30.0,30.0,30.0,30.0,0.0,0,False,True,True
90010,2016,CAASPP,True,False,True,1,29.0,31.0,30.0,30.0,30.0,30.0,0.0,0,False,True,True
90010,2017,CAASPP,True,False,True,1,31.57,31.33,31.45,31.45,31.45,31.45,0.0,0,False,True,True
90010,2018,CAASPP,True,False,True,1,36.35,32.65,34.5,34.5,34.5,34.5,0.0,0,False,True,True
90010,2019,CAASPP,True,False,True,1,34.47,29.35,31.91,31.91,31.91,31.91,0.0,0,False,True,True
90010,2020,INTERPOLATED,False,False,False,1,39.77,31.1,35.44,35.44,35.44,35.44,0.0,0,False,True,True
90010,2021,CAASPP,True,False,True,1,45.07,32.84,38.96,38.96,38.96,38.96,0.0,0,False,True,True
90010,2022,CAASPP,True,False,True,1,37.05,29.65,33.35,33.35,33.35,33.35,0.0,0,False,True,True
90010,2023,CAASPP,True,False,True,1,34.21,25.6,29.9,29.9,29.9,29.9,0.0,0,False,True,True
90010,2024,CAASPP,True,False,True,1,33.68,28.63,31.16,31.16,31.16,31.16,0.0,0,False,True,True
90011,2012,CST,False,True,True,32,37.58,51.24,41.18,41.42,18.89,89.27,70.38,26786,True,False,True
90011,2013,CST,False,True,True,33,37.06,51.95,41.63,43.02,20.82,82.02,61.199999999999996,26426,True,False,True
90011,2014,INTERPOLATED,False,False,False,33,35.2,42.02,37.17,36.26,20.66,70.01,49.35000000000001,13213,True,False,True
90011,2015,CAASPP,True,False,True,33,33.33,32.09,32.71,29.5,20.5,58.0,37.5,0,False,True,True
90011,2016,CAASPP,True,False,True,34,34.62,33.56,34.09,32.75,25.0,51.0,26.0,0,False,True,True
90011,2017,CAASPP,True,False,True,34,34.5,34.86,34.68,34.98,17.57,53.52,35.95,0,False,True,True
90011,2018,CAASPP,True,False,True,33,35.14,33.66,34.4,33.78,15.56,56.73,41.169999999999995,0,False,True,True
90011,2019,CAASPP,True,False,True,34,35.99,33.07,34.53,35.22,12.5,56.82,44.32,0,False,True,True
90011,2020,INTERPOLATED,False,False,False,20,36.12,30.26,33.2,35.53,15.28,47.31,32.03,0,False,True,True
90011,2021,CAASPP,True,False,True,6,36.26,27.46,31.86,35.84,18.06,37.8,19.74,0,False,True,True
90011,2022,CAASPP,True,False,True,33,32.5,28.17,30.34,29.76,4.68,44.11,39.43,0,False,True,True
90011,2023,CAASPP,True,False,True,33,33.85,29.01,31.43,31.34,9.52,48.68,39.16,0,False,True,True
90011,2024,CAASPP,True,False,True,34,34.12,29.89,32.01,31.66,2.56,49.02,46.46,0,False,True,True
90012,2012,CST,False,True,True,4,58.4,68.67,61.36,59.39,47.0,79.66,32.66,2576,True,False,True
90012,2013,CST,False,True,True,4,61.88,74.52,65.98,63.95,53.72,82.31,28.590000000000003,2495,True,False,True
90012,2014,INTERPOLATED,False,False,False,4,52.94,57.64,54.18,53.35,44.36,65.66,21.299999999999997,1248,True,False,True
90012,2015,CAASPP,True,False,True,4,44.0,40.75,42.38,42.75,35.0,49.0,14.0,0,False,True,True
90012,2016,CAASPP,True,False,True,4,48.0,45.0,46.5,44.75,36.5,60.0,23.5,0,False,True,True
90012,2017,CAASPP,True,False,True,4,43.07,45.14,44.1,44.7,32.26,54.75,22.490000000000002,0,False,True,True
90012,2018,CAASPP,True,False,True,4,46.28,45.48,45.88,43.28,38.89,58.08,19.189999999999998,0,False,True,True
90012,2019,CAASPP,True,False,True,4,43.06,43.68,43.37,43.81,30.86,55.0,24.14,0,False,True,True
90012,2020,INTERPOLATED,False,False,False,2,44.24,40.04,42.14,42.36,35.88,47.96,12.079999999999998,0,False,True,True
90012,2021,CAASPP,True,False,True,1,45.42,36.4,40.91,40.91,40.91,40.91,0.0,0,False,True,True
90012,2022,CAASPP,True,False,True,4,39.74,38.62,39.18,40.4,26.92,49.0,22.08,0,False,True,True
90012,2023,CAASPP,True,False,True,4,41.0,39.75,40.37,40.13,27.27,53.96,26.69,0,False,True,True
90012,2024,CAASPP,True,False,True,4,46.33,42.31,44.32,43.29,35.14,55.56,20.42,0,False,True,True
90015,2012,CST,False,True,True,6,47.99,64.56,51.43,58.03,8.38,70.78,62.4,3510,True,False,True
90015,2013,CST,False,True,True,6,49.55,70.87,54.46,60.24,3.82,76.44,72.62,3460,True,False,True
90015,2014,INTERPOLATED,False,False,False,6,45.84,54.44,46.55,49.37,10.91,64.72,53.81,1730,True,False,True
90015,2015,CAASPP,True,False,True,7,42.14,38.0,38.64,38.5,18.0,53.0,35.0,0,False,True,True
90015,2016,CAASPP,True,False,True,6,46.0,41.17,43.58,41.25,28.0,58.0,30.0,0,False,True,True
90015,2017,CAASPP,True,False,True,6,47.35,43.67,45.51,41.35,34.6,61.89,27.29,0,False,True,True
90015,2018,CAASPP,True,False,True,7,43.31,40.46,41.89,40.66,33.11,49.68,16.57,0,False,True,True
90015,2019,CAASPP,True,False,True,8,48.71,41.84,45.28,44.47,28.57,59.5,30.93,0,False,True,True
90015,2020,INTERPOLATED,False,False,False,5,47.27,39.36,43.32,42.92,32.07,53.32,21.25,0,False,True,True
90015,2021,CAASPP,True,False,True,2,45.83,36.88,41.36,41.36,35.57,47.14,11.57,0,False,True,True
90015,2022,CAASPP,True,False,True,8,40.08,33.8,36.94,36.55,31.04,42.5,11.46,0,False,True,True
90015,2023,CAASPP,True,False,True,9,39.3,37.51,38.4,37.79,31.41,43.46,12.05,0,False,True,True
90015,2024,CAASPP,True,False,True,10,39.48,37.32,38.4,38.14,27.9,48.14,20.240000000000002,0,False,True,True
90016,2012,CST,False,True,True,9,42.95,50.1,42.42,44.89,0.0,73.82,73.82,5226,True,False,True
90016,2013,CST,False,True,True,10,40.96,52.91,42.56,47.76,5.5,70.64,65.14,5009,True,False,True
90016,2014,INTERPOLATED,False,False,False,10,38.82,42.06,38.25,40.63,13.25,57.82,44.57,2504,True,False,True
90016,2015,CAASPP,True,False,True,9,36.67,31.22,33.94,33.5,21.0,45.0,24.0,0,False,True,True
90016,2016,CAASPP,True,False,True,9,37.0,31.89,34.44,32.5,16.0,47.5,31.5,0,False,True,True
90016,2017,CAASPP,True,False,True,10,39.98,31.43,35.7,39.05,17.72,52.96,35.24,0,False,True,True
90016,2018,CAASPP,True,False,True,9,32.77,35.31,32.66,36.69,10.53,48.39,37.86,0,False,True,True
90016,2019,CAASPP,True,False,True,10,36.36,32.45,34.4,38.9,8.33,49.02,40.690000000000005,0,False,True,True
90016,2020,INTERPOLATED,False,False,False,6,29.56,26.91,28.23,30.48,14.51,36.23,21.72,0,False,True,True
90016,2021,CAASPP,True,False,True,2,22.76,21.37,22.06,22.06,20.69,23.44,2.75,0,False,True,True
90016,2022,CAASPP,True,False,True,10,34.15,31.84,33.0,32.94,18.67,43.58,24.909999999999997,0,False,True,True
90016,2023,CAASPP,True,False,True,10,34.8,34.56,34.68,37.38,18.83,44.79,25.96,0,False,True,True
90016,2024,CAASPP,True,False,True,9,36.64,36.45,36.54,38.46,18.44,47.1,28.66,0,False,True,True
90017,2012,CST,False,True,True,10,29.14,54.97,32.67,34.57,2.0,64.49,62.489999999999995,6959,True,False,True
90017,2013,CST,False,True,True,10,28.61,49.7,31.79,33.2,4.49,54.88,50.39,6682,True,False,True
90017,2014,INTERPOLATED,False,False,False,10,32.98,39.85,32.6,33.6,13.0,48.44,35.44,3341,True,False,True
90017,2015,CAASPP,True,False,True,11,37.36,30.0,33.41,34.0,21.5,42.0,20.5,0,False,True,True
90017,2016,CAASPP,True,False,True,10,36.4,30.9,33.65,34.75,6.0,46.0,40.0,0,False,True,True
90017,2017,CAASPP,True,False,True,10,32.23,28.3,29.72,33.08,11.68,39.04,27.36,0,False,True,True
90017,2018,CAASPP,True,False,True,10,34.71,25.7,30.21,30.75,10.04,46.92,36.88,0,False,True,True
90017,2019,CAASPP,True,False,True,10,35.35,24.17,29.76,30.58,7.42,47.3,39.879999999999995,0,False,True,True
90017,2020,INTERPOLATED,False,False,False,8,35.82,23.74,29.78,30.31,15.04,42.18,27.14,0,False,True,True
90017,2021,CAASPP,True,False,True,7,36.29,23.31,29.8,30.04,22.66,37.05,14.389999999999997,0,False,True,True
90017,2022,CAASPP,True,False,True,10,30.71,20.23,25.47,24.28,8.98,38.59,29.610000000000003,0,False,True,True
90017,2023,CAASPP,True,False,True,11,30.36,23.0,26.68,28.03,7.0,36.92,29.92,0,False,True,True
90017,2024,CAASPP,True,False,True,11,30.55,25.2,27.88,30.95,10.26,40.62,30.36,0,False,True,True
90018,2012,CST,False,True,True,10,43.92,49.72,46.2,41.65,25.88,78.21,52.33,8267,True,False,True
90018,2013,CST,False,True,True,10,42.01,49.2,44.7,40.62,27.03,82.47,55.44,8079,True,False,True
90018,2014,INTERPOLATED,False,False,False,10,38.0,41.05,39.08,36.44,25.26,64.98,39.72,4040,True,False,True
90018,2015,CAASPP,True,False,True,10,34.0,32.9,33.45,32.25,23.5,47.5,24.0,0,False,True,True
90018,2016,CAASPP,True,False,True,9,40.56,40.33,40.44,40.5,29.0,56.5,27.5,0,False,True,True
90018,2017,CAASPP,True,False,True,9,36.91,36.45,36.68,38.75,20.13,43.49,23.360000000000003,0,False,True,True
90018,2018,CAASPP,True,False,True,9,40.88,36.86,38.87,36.84,26.48,51.92,25.44,0,False,True,True
90018,2019,CAASPP,True,False,True,9,42.43,39.62,41.03,42.03,33.27,50.38,17.11,0,False,True,True
90018,2020,INTERPOLATED,False,False,False,5,48.16,37.19,42.68,43.18,38.8,47.36,8.560000000000002,0,False,True,True
90018,2021,CAASPP,True,False,True,1,53.9,34.76,44.33,44.33,44.33,44.33,0.0,0,False,True,True
90018,2022,CAASPP,True,False,True,10,39.38,34.42,36.9,35.76,28.58,46.66,18.08,0,False,True,True
90018,2023,CAASPP,True,False,True,10,38.39,36.45,37.42,37.1,28.78,45.46,16.68,0,False,True,True
90018,2024,CAASPP,True,False,True,10,42.03,37.62,39.82,42.06,29.14,46.96,17.82,0,False,True,True
90019,2012,CST,False,True,True,7,43.91,52.49,46.62,51.14,23.88,67.26,43.38000000000001,6855,True,False,True
90019,2013,CST,False,True,True,7,39.86,50.83,44.05,45.1,29.52,60.76,31.24,6412,True,False,True
90019,2014,INTERPOLATED,False,False,False,8,37.54,42.8,39.52,38.8,27.26,57.13,29.87,3206,True,False,True
90019,2015,CAASPP,True,False,True,9,35.22,34.78,35.0,32.5,25.0,53.5,28.5,0,False,True,True
90019,2016,CAASPP,True,False,True,9,37.89,36.44,37.17,37.0,27.0,56.5,29.5,0,False,True,True
90019,2017,CAASPP,True,False,True,9,37.57,36.32,36.95,34.39,25.14,59.37,34.23,0,False,True,True
90019,2018,CAASPP,True,False,True,9,37.54,39.0,38.27,36.7,27.22,54.72,27.5,0,False,True,True
90019,2019,CAASPP,True,False,True,8,38.29,36.9,37.59,34.78,24.0,57.34,33.34,0,False,True,True
90019,2020,INTERPOLATED,False,False,False,4,38.55,34.97,36.76,35.35,29.96,46.63,16.67,0,False,True,True
90019,2021,CAASPP,True,False,True,1,38.81,33.03,35.92,35.92,35.92,35.92,0.0,0,False,True,True
90019,2022,CAASPP,True,False,True,8,35.83,32.6,34.21,31.27,25.46,48.05,22.589999999999996,0,False,True,True
90019,2023,CAASPP,True,False,True,8,34.61,32.36,33.49,32.84,23.2,46.07,22.87,0,False,True,True
90019,2024,CAASPP,True,False,True,8,37.44,33.71,35.57,35.84,23.27,47.88,24.610000000000003,0,False,True,True
90020,2012,CST,False,True,True,1,67.38,84.98,76.18,76.18,76.18,76.18,0.0,707,True,False,True
90020,2013,CST,False,True,True,1,62.16,83.89,73.03,73.03,73.03,73.03,0.0,701,True,False,True
90020,2014,INTERPOLATED,False,False,False,1,52.58,65.94,59.26,59.26,59.26,59.26,0.0,350,True,False,True
90020,2015,CAASPP,True,False,True,1,43.0,48.0,45.5,45.5,45.5,45.5,0.0,0,False,True,True
90020,2016,CAASPP,True,False,True,1,45.0,50.0,47.5,47.5,47.5,47.5,0.0,0,False,True,True
90020,2017,CAASPP,True,False,True,1,38.5,48.88,43.69,43.69,43.69,43.69,0.0,0,False,True,True
90020,2018,CAASPP,True,False,True,1,38.56,47.38,42.97,42.97,42.97,42.97,0.0,0,False,True,True
90020,2019,CAASPP,True,False,True,1,38.09,43.14,40.61,40.61,40.61,40.61,0.0,0,False,True,True
90020,2020,INTERPOLATED,False,False,False,1,37.53,40.56,39.04,39.04,39.04,39.04,0.0,0,False,True,True
90020,2021,CAASPP,True,False,True,1,36.96,37.99,37.47,37.47,37.47,37.47,0.0,0,False,True,True
90020,2022,CAASPP,True,False,True,1,37.07,31.56,34.32,34.32,34.32,34.32,0.0,0,False,True,True
90020,2023,CAASPP,True,False,True,1,34.96,30.94,32.95,32.95,32.95,32.95,0.0,0,False,True,True
90020,2024,CAASPP,True,False,True,1,30.95,29.11,30.03,30.03,30.03,30.03,0.0,0,False,True,True
90021,2012,CST,False,True,True,6,21.71,38.18,22.9,12.74,3.12,52.76,49.64,1304,True,False,True
90021,2013,CST,False,True,True,6,23.0,45.23,25.27,12.37,6.22,60.5,54.28,1340,True,False,True
90021,2014,INTERPOLATED,False,False,False,6,29.16,33.36,26.84,22.44,8.61,49.75,41.14,670,True,False,True
90021,2015,CAASPP,True,False,True,6,35.33,21.5,28.42,32.5,11.0,39.0,28.0,0,False,True,True
90021,2016,CAASPP,True,False,True,7,32.86,21.0,26.93,33.5,10.0,41.0,31.0,0,False,True,True
90021,2017,CAASPP,True,False,True,7,32.06,18.71,25.38,29.5,9.22,39.84,30.620000000000005,0,False,True,True
90021,2018,CAASPP,True,False,True,7,29.38,21.71,26.37,31.66,4.0,44.82,40.82,0,False,True,True
90021,2019,CAASPP,True,False,True,7,31.4,24.43,27.96,26.53,18.42,40.9,22.479999999999997,0,False,True,True
90021,2020,INTERPOLATED,False,False,False,5,30.17,19.59,24.9,23.26,18.85,33.58,14.729999999999997,0,False,True,True
90021,2021,CAASPP,True,False,True,3,28.95,14.75,21.85,20.0,19.28,26.26,6.98,0,False,True,True
90021,2022,CAASPP,True,False,True,7,32.25,21.04,26.65,27.73,15.67,43.45,27.78,0,False,True,True
90021,2023,CAASPP,True,False,True,7,30.15,22.8,26.48,25.85,14.7,45.84,31.140000000000004,0,False,True,True
90021,2024,CAASPP,True,False,True,7,27.12,19.81,24.28,24.19,12.79,37.64,24.85,0,False,True,True
90022,2012,CST,False,True,True,13,45.13,57.31,49.76,46.06,28.82,93.78,64.96000000000001,12674,True,False,True
90022,2013,CST,False,True,True,14,40.8,57.01,45.9,42.15,8.58,94.88,86.3,13064,True,False,True
90022,2014,INTERPOLATED,False,False,False,15,38.84,47.3,41.6,38.58,17.04,75.94,58.9,6532,True,False,True
90022,2015,CAASPP,True,False,True,16,36.88,37.6,37.31,35.0,25.5,57.0,31.5,0,False,True,True
90022,2016,CAASPP,True,False,True,19,40.89,40.17,40.42,36.5,26.5,72.5,46.0,0,False,True,True
90022,2017,CAASPP,True,False,True,20,39.15,37.73,38.18,35.44,23.77,64.05,40.28,0,False,True,True
90022,2018,CAASPP,True,False,True,20,41.7,37.03,39.36,38.83,25.0,59.61,34.61,0,False,True,True
