zcta5,year,assessment_type,is_caaspp,is_cst,school_year_complete,n_schools,avg_pct_met_ela,avg_pct_met_math,avg_pct_met_overall,median_pct_met_overall,min_pct_met_overall,max_pct_met_overall,overall_score_range,total_students_tested,total_students_tested_reported_positive,total_students_tested_unreliable,school_quality_extended_eligible
93668,2015,CAASPP,True,False,True,2,31.5,31.0,31.25,31.25,27.5,35.0,7.5,0,False,True,True
93668,2016,CAASPP,True,False,True,2,32.0,30.5,31.25,31.25,27.5,35.0,7.5,0,False,True,True
93668,2017,CAASPP,True,False,True,2,36.2,26.93,31.57,31.57,22.99,40.14,17.150000000000002,0,False,True,True
93668,2018,CAASPP,True,False,True,2,25.31,17.83,21.57,21.57,20.0,23.14,3.1400000000000006,0,False,True,True
93668,2019,CAASPP,True,False,True,2,29.29,22.44,25.86,25.86,20.48,31.25,10.77,0,False,True,True
93668,2020,INTERPOLATED,False,False,False,2,30.84,24.8,27.82,27.82,19.93,35.71,15.780000000000001,0,False,True,True
93668,2021,CAASPP,True,False,True,2,32.38,27.17,29.78,29.78,19.38,40.17,20.790000000000003,0,False,True,True
93668,2022,CAASPP,True,False,True,2,30.03,19.0,24.52,24.52,20.18,28.85,8.670000000000002,0,False,True,True
93668,2023,CAASPP,True,False,True,2,32.82,22.48,27.65,27.65,24.18,31.11,6.93,0,False,True,True
93668,2024,CAASPP,True,False,True,2,30.21,21.91,26.06,26.06,23.48,28.64,5.16,0,False,True,True
93673,2012,CST,False,True,True,1,37.33,39.12,38.22,38.22,38.22,38.22,0.0,303,True,False,True
93673,2013,CST,False,True,True,1,37.65,56.55,47.1,47.1,47.1,47.1,0.0,298,True,False,True
93673,2014,INTERPOLATED,False,False,False,1,33.83,47.28,40.55,40.55,40.55,40.55,0.0,149,True,False,True
93673,2015,CAASPP,True,False,True,1,30.0,38.0,34.0,34.0,34.0,34.0,0.0,0,False,True,True
93673,2016,CAASPP,True,False,True,1,35.0,34.0,34.5,34.5,34.5,34.5,0.0,0,False,True,True
93673,2017,CAASPP,True,False,True,1,37.1,44.36,40.73,40.73,40.73,40.73,0.0,0,False,True,True
93673,2018,CAASPP,True,False,True,1,44.0,39.33,41.66,41.66,41.66,41.66,0.0,0,False,True,True
93673,2019,CAASPP,True,False,True,1,44.85,35.77,40.31,40.31,40.31,40.31,0.0,0,False,True,True
93673,2020,INTERPOLATED,False,False,False,1,38.07,32.77,35.42,35.42,35.42,35.42,0.0,0,False,True,True
93673,2021,CAASPP,True,False,True,1,31.29,29.77,30.53,30.53,30.53,30.53,0.0,0,False,True,True
93673,2022,CAASPP,True,False,True,1,42.86,43.16,43.01,43.01,43.01,43.01,0.0,0,False,True,True
93673,2023,CAASPP,True,False,True,1,36.94,30.57,33.75,33.75,33.75,33.75,0.0,0,False,True,True
93673,2024,CAASPP,True,False,True,1,35.06,34.2,34.63,34.63,34.63,34.63,0.0,0,False,True,True
93701,2012,CST,False,True,True,5,42.41,55.38,48.9,54.17,24.96,60.86,35.9,3474,True,False,True
93701,2013,CST,False,True,True,5,41.59,56.29,48.94,51.46,24.54,62.12,37.58,3325,True,False,True
93701,2014,INTERPOLATED,False,False,False,5,38.2,43.44,40.82,43.98,24.27,50.81,26.540000000000003,1662,True,False,True
93701,2015,CAASPP,True,False,True,5,34.8,30.6,32.7,36.5,24.0,39.5,15.5,0,False,True,True
93701,2016,CAASPP,True,False,True,5,32.6,35.8,34.2,38.0,20.5,40.5,20.0,0,False,True,True
93701,2017,CAASPP,True,False,True,5,35.35,35.38,35.36,39.3,23.94,41.5,17.56,0,False,True,True
93701,2018,CAASPP,True,False,True,5,39.6,38.97,39.29,40.18,26.95,46.11,19.16,0,False,True,True
93701,2019,CAASPP,True,False,True,5,39.34,39.25,39.29,38.4,28.54,50.6,22.060000000000002,0,False,True,True
93701,2022,CAASPP,True,False,True,5,34.68,29.55,32.11,29.98,21.2,43.28,22.080000000000002,0,False,True,True
93701,2023,CAASPP,True,False,True,5,34.06,36.34,35.2,31.56,20.82,50.0,29.18,0,False,True,True
93701,2024,CAASPP,True,False,True,5,35.01,36.69,35.85,32.11,21.61,51.24,29.630000000000003,0,False,True,True
93702,2012,CST,False,True,True,12,30.86,45.41,35.71,40.0,5.14,54.27,49.13,10830,True,False,True
93702,2013,CST,False,True,True,12,29.63,49.41,35.04,39.28,3.96,52.63,48.67,10793,True,False,True
93702,2014,INTERPOLATED,False,False,False,12,29.85,38.08,31.73,35.14,8.73,44.82,36.09,5396,True,False,True
93702,2015,CAASPP,True,False,True,12,30.08,26.75,28.42,31.0,13.5,37.0,23.5,0,False,True,True
93702,2016,CAASPP,True,False,True,12,31.75,28.5,30.12,31.5,12.0,41.5,29.5,0,False,True,True
93702,2017,CAASPP,True,False,True,12,33.46,29.73,31.59,32.66,11.62,44.0,32.38,0,False,True,True
93702,2018,CAASPP,True,False,True,12,32.67,30.64,31.65,33.25,8.63,44.34,35.71,0,False,True,True
93702,2019,CAASPP,True,False,True,12,33.74,33.98,33.86,36.46,6.17,48.24,42.07,0,False,True,True
93702,2020,INTERPOLATED,False,False,False,8,35.58,25.33,30.46,30.54,15.12,40.36,25.240000000000002,0,False,True,True
93702,2021,CAASPP,True,False,True,3,37.42,16.68,27.05,24.62,24.08,32.47,8.39,0,False,True,True
93702,2022,CAASPP,True,False,True,12,30.77,29.36,30.07,32.05,8.47,39.6,31.130000000000003,0,False,True,True
93702,2023,CAASPP,True,False,True,12,32.59,32.23,32.41,34.3,13.52,40.06,26.540000000000003,0,False,True,True
93702,2024,CAASPP,True,False,True,12,31.56,31.54,31.55,32.63,11.84,41.55,29.709999999999997,0,False,True,True
93703,2012,CST,False,True,True,9,29.96,43.43,33.5,40.8,1.86,56.86,55.0,7126,True,False,True
93703,2013,CST,False,True,True,9,28.18,42.87,32.43,39.47,1.47,51.4,49.93,7135,True,False,True
93703,2014,INTERPOLATED,False,False,False,8,28.09,35.68,30.34,35.61,5.48,42.2,36.72,3568,True,False,True
93703,2015,CAASPP,True,False,True,8,28.0,28.5,28.25,31.75,9.5,33.0,23.5,0,False,True,True
93703,2016,CAASPP,True,False,True,8,28.38,33.0,28.88,31.25,4.0,39.5,35.5,0,False,True,True
93703,2017,CAASPP,True,False,True,8,34.2,34.57,34.38,32.77,24.66,44.44,19.779999999999998,0,False,True,True
93703,2018,CAASPP,True,False,True,9,34.13,36.67,33.56,36.64,3.57,50.9,47.33,0,False,True,True
93703,2019,CAASPP,True,False,True,9,35.29,33.24,34.26,37.14,6.03,46.07,40.04,0,False,True,True
93703,2020,INTERPOLATED,False,False,False,6,38.23,30.5,34.36,35.42,11.97,49.31,37.34,0,False,True,True
93703,2021,CAASPP,True,False,True,4,41.17,27.75,34.46,33.69,17.91,52.55,34.64,0,False,True,True
93703,2022,CAASPP,True,False,True,10,32.54,26.51,29.53,31.06,18.22,36.47,18.25,0,False,True,True
93703,2023,CAASPP,True,False,True,10,34.8,29.8,32.3,32.29,17.09,43.33,26.24,0,False,True,True
93703,2024,CAASPP,True,False,True,10,37.1,31.7,34.4,35.62,16.75,49.0,32.25,0,False,True,True
93704,2012,CST,False,True,True,11,51.98,61.14,54.95,53.55,28.82,89.83,61.01,11424,True,False,True
93704,2013,CST,False,True,True,11,50.77,57.61,53.07,49.8,29.29,90.52,61.23,11039,True,False,True
93704,2014,INTERPOLATED,False,False,False,11,44.89,47.67,45.72,43.65,24.9,78.01,53.11000000000001,5520,True,False,True
93704,2015,CAASPP,True,False,True,11,39.0,37.73,38.36,37.5,20.5,65.5,45.0,0,False,True,True
93704,2016,CAASPP,True,False,True,11,38.55,37.09,37.82,37.5,17.5,65.5,48.0,0,False,True,True
93704,2017,CAASPP,True,False,True,11,38.07,36.39,37.23,39.01,13.88,62.72,48.839999999999996,0,False,True,True
93704,2018,CAASPP,True,False,True,12,41.24,37.39,39.32,39.27,17.08,69.36,52.28,0,False,True,True
93704,2019,CAASPP,True,False,True,12,41.67,40.16,40.92,37.64,21.82,64.34,42.52,0,False,True,True
93704,2020,INTERPOLATED,False,False,False,8,39.39,34.04,36.72,34.27,23.46,52.93,29.47,0,False,True,True
93704,2021,CAASPP,True,False,True,3,37.1,27.92,32.51,30.9,25.1,41.52,16.42,0,False,True,True
93704,2022,CAASPP,True,False,True,13,37.22,34.31,35.76,34.84,21.46,52.16,30.699999999999996,0,False,True,True
93704,2023,CAASPP,True,False,True,13,37.23,34.75,35.99,35.61,16.54,47.42,30.880000000000003,0,False,True,True
93704,2024,CAASPP,True,False,True,13,39.23,37.21,38.22,36.95,22.56,56.21,33.650000000000006,0,False,True,True
93705,2012,CST,False,True,True,9,35.83,43.55,39.69,42.0,10.42,62.66,52.239999999999995,6140,True,False,True
93705,2013,CST,False,True,True,9,35.33,46.09,40.71,48.98,0.0,54.44,54.44,5850,True,False,True
93705,2014,INTERPOLATED,False,False,False,9,30.38,37.6,34.0,37.74,1.75,49.97,48.22,2925,True,False,True
93705,2015,CAASPP,True,False,True,9,25.44,29.11,27.28,26.5,3.5,45.5,42.0,0,False,True,True
93705,2016,CAASPP,True,False,True,9,28.44,31.22,29.83,29.5,7.0,41.5,34.5,0,False,True,True
93705,2017,CAASPP,True,False,True,9,29.1,33.05,31.08,31.02,4.86,43.66,38.8,0,False,True,True
93705,2018,CAASPP,True,False,True,9,30.93,32.58,31.76,31.86,4.77,43.48,38.709999999999994,0,False,True,True
93705,2019,CAASPP,True,False,True,9,33.22,35.81,34.51,36.54,14.93,44.02,29.090000000000003,0,False,True,True
93705,2020,INTERPOLATED,False,False,False,5,33.97,34.73,34.34,35.36,24.56,39.1,14.540000000000003,0,False,True,True
93705,2021,CAASPP,True,False,True,1,34.72,33.65,34.18,34.18,34.18,34.18,0.0,0,False,True,True
93705,2022,CAASPP,True,False,True,10,28.4,28.18,28.29,29.54,4.36,39.79,35.43,0,False,True,True
93705,2023,CAASPP,True,False,True,10,28.66,29.5,29.08,29.93,17.2,42.04,24.84,0,False,True,True
93705,2024,CAASPP,True,False,True,10,28.33,32.16,30.25,30.88,17.92,39.53,21.61,0,False,True,True
93706,2012,CST,False,True,True,26,33.65,47.77,36.88,38.37,4.32,90.06,85.74000000000001,12381,True,False,True
93706,2013,CST,False,True,True,25,33.15,45.09,36.99,36.23,4.02,88.26,84.24000000000001,12452,True,False,True
93706,2014,INTERPOLATED,False,False,False,25,32.42,37.08,33.46,32.86,5.01,68.63,63.62,6226,True,False,True
93706,2015,CAASPP,True,False,True,25,31.68,29.08,29.92,29.5,6.0,49.0,43.0,0,False,True,True
93706,2016,CAASPP,True,False,True,24,31.62,33.3,32.02,34.5,5.0,53.0,48.0,0,False,True,True
93706,2017,CAASPP,True,False,True,26,31.72,31.93,31.35,31.38,5.56,55.16,49.599999999999994,0,False,True,True
93706,2018,CAASPP,True,False,True,26,34.32,31.65,31.95,33.55,2.38,53.13,50.75,0,False,True,True
93706,2019,CAASPP,True,False,True,25,35.24,33.94,34.06,33.18,13.04,56.88,43.84,0,False,True,True
93706,2020,INTERPOLATED,False,False,False,20,34.05,29.74,31.65,31.31,10.78,51.14,40.36,0,False,True,True
93706,2021,CAASPP,True,False,True,16,32.86,25.55,29.24,29.44,8.52,45.4,36.879999999999995,0,False,True,True
93706,2022,CAASPP,True,False,True,25,32.01,29.63,30.53,28.25,10.31,53.89,43.58,0,False,True,True
93706,2023,CAASPP,True,False,True,26,33.94,29.96,31.95,30.5,14.7,49.86,35.16,0,False,True,True
93706,2024,CAASPP,True,False,True,25,35.22,30.03,32.42,30.69,19.57,52.8,33.23,0,False,True,True
93710,2012,CST,False,True,True,6,51.56,59.78,54.03,55.45,36.24,68.79,32.550000000000004,4255,True,False,True
93710,2013,CST,False,True,True,6,49.35,63.03,54.33,54.78,33.06,72.18,39.120000000000005,3901,True,False,True
93710,2014,INTERPOLATED,False,False,False,6,43.84,50.18,46.08,46.26,32.53,58.09,25.560000000000002,1950,True,False,True
93710,2015,CAASPP,True,False,True,6,38.33,37.33,37.83,37.75,32.0,44.0,12.0,0,False,True,True
93710,2016,CAASPP,True,False,True,6,37.83,40.83,39.33,38.5,33.0,47.0,14.0,0,False,True,True
93710,2017,CAASPP,True,False,True,6,36.83,36.7,36.76,35.65,31.22,44.51,13.29,0,False,True,True
93710,2018,CAASPP,True,False,True,6,38.71,37.64,38.17,38.25,31.19,45.93,14.739999999999998,0,False,True,True
93710,2019,CAASPP,True,False,True,6,41.12,41.45,41.28,43.5,31.98,46.98,14.999999999999996,0,False,True,True
93710,2020,INTERPOLATED,False,False,False,4,43.36,35.48,39.42,40.52,34.76,42.26,7.5,0,False,True,True
93710,2021,CAASPP,True,False,True,1,45.59,29.51,37.55,37.55,37.55,37.55,0.0,0,False,True,True
93710,2022,CAASPP,True,False,True,6,38.77,34.36,36.56,35.71,31.3,44.78,13.48,0,False,True,True
93710,2023,CAASPP,True,False,True,6,36.39,36.93,36.66,36.28,29.8,46.8,16.999999999999996,0,False,True,True
93710,2024,CAASPP,True,False,True,6,37.85,35.75,36.8,38.19,28.22,41.53,13.310000000000002,0,False,True,True
93711,2012,CST,False,True,True,5,64.09,66.41,65.25,68.24,53.5,74.53,21.03,3581,True,False,True
93711,2013,CST,False,True,True,5,59.42,60.09,59.75,60.09,44.75,76.15,31.400000000000006,3700,True,False,True
93711,2014,INTERPOLATED,False,False,False,5,51.41,50.94,51.18,50.3,39.88,63.82,23.939999999999998,1850,True,False,True
93711,2015,CAASPP,True,False,True,5,43.4,41.8,42.6,40.5,35.0,51.5,16.5,0,False,True,True
93711,2016,CAASPP,True,False,True,5,41.6,46.4,44.0,42.5,36.5,52.5,16.0,0,False,True,True
93711,2017,CAASPP,True,False,True,5,44.73,46.87,45.8,47.0,37.48,53.58,16.1,0,False,True,True
93711,2018,CAASPP,True,False,True,5,44.37,48.06,46.21,47.61,37.3,54.2,16.900000000000006,0,False,True,True
93711,2019,CAASPP,True,False,True,5,44.28,48.82,46.55,49.1,37.35,56.07,18.72,0,False,True,True
93711,2022,CAASPP,True,False,True,5,42.17,42.95,42.56,45.11,34.56,46.62,12.059999999999995,0,False,True,True
93711,2023,CAASPP,True,False,True,5,41.25,42.7,41.98,43.17,34.11,45.72,11.61,0,False,True,True
93711,2024,CAASPP,True,False,True,5,42.78,43.68,43.23,44.92,31.54,48.64,17.1,0,False,True,True
93720,2012,CST,False,True,True,10,82.96,86.49,83.83,86.95,68.56,90.9,22.340000000000003,10141,True,False,True
93720,2013,CST,False,True,True,10,81.45,86.49,83.06,85.65,68.28,90.72,22.439999999999998,10046,True,False,True
93720,2014,INTERPOLATED,False,False,False,10,66.22,69.9,67.6,68.95,58.39,73.11,14.719999999999999,5023,True,False,True
93720,2015,CAASPP,True,False,True,10,51.0,53.3,52.15,52.25,48.5,55.5,7.0,0,False,True,True
93720,2016,CAASPP,True,False,True,10,55.9,57.5,56.7,58.0,49.5,62.5,13.0,0,False,True,True
93720,2017,CAASPP,True,False,True,10,57.41,57.04,57.23,57.2,49.7,64.86,15.159999999999997,0,False,True,True
93720,2018,CAASPP,True,False,True,10,59.93,59.06,59.5,58.8,51.94,69.79,17.85000000000001,0,False,True,True
93720,2019,CAASPP,True,False,True,10,59.12,59.9,59.51,59.31,50.9,70.62,19.720000000000006,0,False,True,True
93720,2022,CAASPP,True,False,True,10,56.33,54.46,55.4,56.37,45.59,66.57,20.97999999999999,0,False,True,True
93720,2023,CAASPP,True,False,True,10,54.88,55.94,55.41,54.55,46.79,65.06,18.270000000000003,0,False,True,True
93720,2024,CAASPP,True,False,True,10,56.41,56.32,56.37,56.1,47.52,68.18,20.660000000000004,0,False,True,True
93721,2012,CST,False,True,True,2,17.22,,17.22,17.22,9.33,25.1,15.770000000000001,266,True,False,True
93721,2013,CST,False,True,True,2,16.97,,16.97,16.97,7.41,26.53,19.12,237,True,False,True
93721,2014,INTERPOLATED,False,False,False,2,23.48,,20.15,22.24,10.2,28.02,17.82,118,True,False,True
93721,2015,CAASPP,True,False,True,3,30.0,16.67,23.33,27.5,13.0,29.5,16.5,0,False,True,True
93721,2016,CAASPP,True,False,True,3,27.0,16.33,21.67,22.5,7.0,35.5,28.5,0,False,True,True
93721,2017,CAASPP,True,False,True,3,26.38,14.88,20.63,19.34,8.0,34.55,26.549999999999997,0,False,True,True
93721,2018,CAASPP,True,False,True,3,27.89,17.6,22.75,18.37,14.4,35.48,21.08,0,False,True,True
93721,2019,CAASPP,True,False,True,3,32.53,17.65,25.09,30.86,10.32,34.1,23.78,0,False,True,True
93721,2020,INTERPOLATED,False,False,False,2,25.74,16.1,20.92,23.8,8.15,30.8,22.65,0,False,True,True
93721,2021,CAASPP,True,False,True,2,18.94,14.54,16.74,16.74,5.98,27.5,21.52,0,False,True,True
93721,2022,CAASPP,True,False,True,3,23.52,18.45,20.98,25.46,6.46,31.04,24.58,0,False,True,True
93721,2023,CAASPP,True,False,True,3,27.31,14.85,21.08,24.04,7.16,32.02,24.860000000000003,0,False,True,True
93721,2024,CAASPP,True,False,True,3,31.02,15.67,23.35,24.62,6.43,38.99,32.56,0,False,True,True
93722,2012,CST,False,True,True,14,48.88,66.01,53.14,55.58,12.53,77.26,64.73,14090,True,False,True
93722,2013,CST,False,True,True,14,47.09,64.26,51.54,55.61,12.31,74.43,62.120000000000005,14000,True,False,True
93722,2014,INTERPOLATED,False,False,False,14,40.58,50.4,43.42,45.56,15.16,60.46,45.3,7000,True,False,True
93722,2015,CAASPP,True,False,True,15,34.07,36.53,35.3,35.5,18.0,46.5,28.5,0,False,True,True
93722,2016,CAASPP,True,False,True,15,37.2,35.47,36.33,36.5,21.0,46.0,25.0,0,False,True,True
93722,2017,CAASPP,True,False,True,15,38.71,37.46,38.09,39.16,16.38,50.09,33.71000000000001,0,False,True,True
93722,2018,CAASPP,True,False,True,14,40.06,39.56,39.81,39.88,22.02,50.47,28.45,0,False,True,True
93722,2019,CAASPP,True,False,True,14,42.56,41.96,42.26,42.5,29.26,52.5,23.24,0,False,True,True
93722,2020,INTERPOLATED,False,False,False,8,41.36,32.74,37.05,37.17,27.13,45.59,18.460000000000004,0,False,True,True
93722,2021,CAASPP,True,False,True,2,40.17,23.52,31.84,31.84,25.0,38.68,13.68,0,False,True,True
93722,2022,CAASPP,True,False,True,16,39.75,36.63,38.19,37.38,20.24,53.6,33.36,0,False,True,True
93722,2023,CAASPP,True,False,True,16,40.17,36.3,38.23,36.46,28.0,55.14,27.14,0,False,True,True
93722,2024,CAASPP,True,False,True,16,38.59,38.2,38.39,37.77,24.22,49.7,25.480000000000004,0,False,True,True
93723,2012,CST,False,True,True,5,47.17,60.73,53.95,57.26,39.26,66.5,27.240000000000002,3524,True,False,True
93723,2013,CST,False,True,True,5,45.75,62.96,54.35,52.28,41.99,65.38,23.389999999999993,3585,True,False,True
93723,2014,INTERPOLATED,False,False,False,5,39.78,50.98,45.38,45.64,36.25,53.69,17.439999999999998,1792,True,False,True
93723,2015,CAASPP,True,False,True,5,33.8,39.0,36.4,39.0,30.5,42.0,11.5,0,False,True,True
93723,2016,CAASPP,True,False,True,5,40.6,41.2,40.9,42.0,35.0,48.0,13.0,0,False,True,True
93723,2017,CAASPP,True,False,True,5,41.36,43.59,42.47,41.56,33.13,52.29,19.159999999999997,0,False,True,True
93723,2018,CAASPP,True,False,True,5,41.35,39.96,40.66,43.26,31.46,48.78,17.32,0,False,True,True
93723,2019,CAASPP,True,False,True,5,41.85,45.26,43.56,44.37,34.7,51.75,17.049999999999997,0,False,True,True
93723,2022,CAASPP,True,False,True,5,34.63,37.3,35.96,35.72,28.35,44.46,16.11,0,False,True,True
93723,2023,CAASPP,True,False,True,6,41.63,36.65,39.14,41.78,28.66,46.21,17.55,0,False,True,True
93723,2024,CAASPP,True,False,True,6,39.23,35.68,37.45,36.28,28.95,47.9,18.95,0,False,True,True
93725,2012,CST,False,True,True,11,39.24,52.64,44.0,50.56,0.0,68.08,68.08,6675,True,False,True
93725,2013,CST,False,True,True,11,39.56,57.07,43.49,50.55,0.0,70.83,70.83,6483,True,False,True
93725,2014,INTERPOLATED,False,False,False,11,34.51,45.34,36.79,42.52,1.0,56.66,55.66,3242,True,False,True
93725,2015,CAASPP,True,False,True,11,29.45,33.6,30.09,34.5,2.0,42.5,40.5,0,False,True,True
93725,2016,CAASPP,True,False,True,11,32.55,33.7,31.86,35.5,6.0,45.5,39.5,0,False,True,True
93725,2017,CAASPP,True,False,True,11,32.28,31.9,32.09,37.05,3.76,50.0,46.24,0,False,True,True
93725,2018,CAASPP,True,False,True,11,34.26,33.24,33.75,38.23,6.77,48.84,42.07000000000001,0,False,True,True
93725,2019,CAASPP,True,False,True,11,35.11,38.42,35.28,39.55,5.71,50.86,45.15,0,False,True,True
93725,2020,INTERPOLATED,False,False,False,6,35.74,31.66,32.96,35.1,13.5,45.43,31.93,0,False,True,True
93725,2021,CAASPP,True,False,True,2,36.37,24.91,30.64,30.64,21.28,40.0,18.72,0,False,True,True
93725,2022,CAASPP,True,False,True,11,31.25,30.01,30.63,33.18,2.13,46.66,44.529999999999994,0,False,True,True
93725,2023,CAASPP,True,False,True,12,31.77,35.11,32.6,32.35,5.72,51.62,45.9,0,False,True,True
93725,2024,CAASPP,True,False,True,12,31.09,35.57,32.59,33.06,5.56,47.32,41.76,0,False,True,True
93726,2012,CST,False,True,True,12,41.14,56.78,44.56,47.5,8.66,98.4,89.74000000000001,9450,True,False,True
93726,2013,CST,False,True,True,12,40.52,55.52,43.83,42.95,8.18,98.86,90.68,9570,True,False,True
93726,2014,INTERPOLATED,False,False,False,12,37.67,43.8,38.64,37.35,10.09,81.68,71.59,4785,True,False,True
93726,2015,CAASPP,True,False,True,12,34.83,32.08,33.46,31.75,12.0,64.5,52.5,0,False,True,True
93726,2016,CAASPP,True,False,True,13,36.31,33.46,34.88,33.5,17.5,69.0,51.5,0,False,True,True
93726,2017,CAASPP,True,False,True,13,36.44,32.89,34.66,34.52,20.18,70.19,50.01,0,False,True,True
93726,2018,CAASPP,True,False,True,13,37.34,33.68,35.51,34.24,19.8,69.78,49.980000000000004,0,False,True,True
93726,2019,CAASPP,True,False,True,13,38.44,33.81,36.12,34.01,21.98,73.0,51.019999999999996,0,False,True,True
93726,2020,INTERPOLATED,False,False,False,8,39.67,26.82,33.24,32.64,21.91,55.49,33.58,0,False,True,True
93726,2021,CAASPP,True,False,True,3,40.91,19.82,30.36,31.26,21.84,37.98,16.139999999999997,0,False,True,True
93726,2022,CAASPP,True,False,True,14,36.07,29.87,32.97,31.44,13.99,63.1,49.11,0,False,True,True
93726,2023,CAASPP,True,False,True,14,35.04,30.9,32.97,30.76,17.8,61.92,44.120000000000005,0,False,True,True
93726,2024,CAASPP,True,False,True,14,36.12,31.91,34.01,31.4,20.16,61.66,41.5,0,False,True,True
93727,2012,CST,False,True,True,17,42.82,60.38,47.83,44.24,2.69,76.88,74.19,13629,True,False,True
93727,2013,CST,False,True,True,17,42.18,57.17,46.19,41.74,3.96,77.48,73.52000000000001,13895,True,False,True
93727,2014,INTERPOLATED,False,False,False,17,38.59,45.0,40.05,37.12,7.48,64.74,57.25999999999999,6948,True,False,True
93727,2015,CAASPP,True,False,True,17,35.0,32.82,33.91,32.5,11.0,52.0,41.0,0,False,True,True
93727,2016,CAASPP,True,False,True,17,35.18,35.59,35.38,34.5,12.5,53.0,40.5,0,False,True,True
93727,2017,CAASPP,True,False,True,18,38.4,37.45,37.93,36.19,5.06,58.13,53.07,0,False,True,True
93727,2018,CAASPP,True,False,True,17,39.88,39.79,39.84,38.67,12.2,54.2,42.0,0,False,True,True
93727,2019,CAASPP,True,False,True,17,40.48,41.02,40.75,40.2,5.2,57.3,52.099999999999994,0,False,True,True
93727,2020,INTERPOLATED,False,False,False,10,35.44,38.63,35.01,34.73,12.6,47.91,35.309999999999995,0,False,True,True
93727,2021,CAASPP,True,False,True,2,30.4,36.24,29.26,29.26,20.0,38.52,18.520000000000003,0,False,True,True
93727,2022,CAASPP,True,False,True,17,38.04,34.67,36.36,35.75,13.59,50.06,36.47,0,False,True,True
93727,2023,CAASPP,True,False,True,18,38.65,35.98,37.31,38.68,15.47,50.06,34.59,0,False,True,True
93727,2024,CAASPP,True,False,True,18,39.7,37.67,38.68,39.27,13.14,58.26,45.12,0,False,True,True
93728,2012,CST,False,True,True,5,32.36,45.54,38.95,39.36,34.39,44.68,10.29,3417,True,False,True
93728,2013,CST,False,True,True,5,32.26,44.71,38.48,39.46,32.76,46.7,13.940000000000005,3316,True,False,True
93728,2014,INTERPOLATED,False,False,False,5,29.53,36.96,33.24,32.98,29.13,39.1,9.970000000000002,1658,True,False,True
93728,2015,CAASPP,True,False,True,5,26.8,29.2,28.0,26.5,25.5,31.5,6.0,0,False,True,True
93728,2016,CAASPP,True,False,True,5,27.2,27.8,27.5,29.5,21.0,30.5,9.5,0,False,True,True
93728,2017,CAASPP,True,False,True,4,26.4,31.7,29.05,28.06,27.18,32.88,5.700000000000003,0,False,True,True
93728,2018,CAASPP,True,False,True,4,30.91,34.36,32.64,32.03,29.22,37.26,8.04,0,False,True,True
93728,2019,CAASPP,True,False,True,4,28.62,31.16,29.89,28.26,22.82,40.2,17.380000000000003,0,False,True,True
93728,2022,CAASPP,True,False,True,4,30.76,31.0,30.88,30.78,22.36,39.6,17.240000000000002,0,False,True,True
93728,2023,CAASPP,True,False,True,4,28.86,30.78,29.82,28.0,22.88,40.4,17.52,0,False,True,True
93728,2024,CAASPP,True,False,True,4,29.5,31.16,30.33,31.12,21.52,37.55,16.029999999999998,0,False,True,True
93730,2012,CST,False,True,True,3,86.02,89.17,85.56,84.74,76.97,94.97,18.0,3988,True,False,True
93730,2013,CST,False,True,True,3,85.25,87.94,85.04,80.5,78.6,96.02,17.42,4213,True,False,True
93730,2014,INTERPOLATED,False,False,False,3,70.79,71.97,70.6,67.5,66.3,78.01,11.710000000000008,2106,True,False,True
93730,2015,CAASPP,True,False,True,3,56.33,56.0,56.17,54.5,54.0,60.0,6.0,0,False,True,True
93730,2016,CAASPP,True,False,True,3,63.67,62.0,62.83,60.5,59.5,68.5,9.0,0,False,True,True
93730,2017,CAASPP,True,False,True,3,66.44,62.64,64.54,64.98,58.79,69.85,11.059999999999995,0,False,True,True
93730,2018,CAASPP,True,False,True,3,67.01,62.05,64.53,63.96,57.54,72.1,14.559999999999995,0,False,True,True
93730,2019,CAASPP,True,False,True,3,68.17,62.57,65.37,64.55,62.39,69.17,6.780000000000001,0,False,True,True
93730,2022,CAASPP,True,False,True,3,67.14,60.02,63.58,66.68,54.47,69.59,15.120000000000005,0,False,True,True
93730,2023,CAASPP,True,False,True,3,69.97,62.85,66.41,67.73,58.82,72.68,13.860000000000007,0,False,True,True
93730,2024,CAASPP,True,False,True,3,69.38,64.55,66.96,69.22,59.24,72.42,13.18,0,False,True,True
93737,2022,CAASPP,True,False,True,1,44.02,43.99,44.0,44.0,44.0,44.0,0.0,0,False,True,True
93737,2023,CAASPP,True,False,True,1,44.62,52.89,48.76,48.76,48.76,48.76,0.0,0,False,True,True
93737,2024,CAASPP,True,False,True,1,47.16,52.84,50.0,50.0,50.0,50.0,0.0,0,False,True,True
93740,2021,CAASPP,True,False,True,1,77.06,61.82,69.44,69.44,69.44,69.44,0.0,0,False,True,True
93740,2022,CAASPP,True,False,True,1,75.41,63.11,69.26,69.26,69.26,69.26,0.0,0,False,True,True
93740,2023,CAASPP,True,False,True,1,92.86,58.93,75.9,75.9,75.9,75.9,0.0,0,False,True,True
93740,2024,CAASPP,True,False,True,1,82.92,65.85,74.38,74.38,74.38,74.38,0.0,0,False,True,True
93741,2022,CAASPP,True,False,True,1,49.05,43.13,46.09,46.09,46.09,46.09,0.0,0,False,True,True
