city,county,year,minimum_wage_year_start,minimum_wage_annual_avg,ordinance_type,minimum_wage_backfilled,minimum_wage_source_detail
Ferndale,Humboldt,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Ferndale,Humboldt,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Ferndale,Humboldt,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Ferndale,Humboldt,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Ferndale,Humboldt,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Ferndale,Humboldt,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Ferndale,Humboldt,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Ferndale,Humboldt,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Ferndale,Humboldt,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Ferndale,Humboldt,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Ferndale,Humboldt,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Ferndale,Humboldt,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Fortuna,Humboldt,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Fortuna,Humboldt,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Fortuna,Humboldt,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Fortuna,Humboldt,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Fortuna,Humboldt,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Fortuna,Humboldt,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Fortuna,Humboldt,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Fortuna,Humboldt,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Fortuna,Humboldt,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Fortuna,Humboldt,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Fortuna,Humboldt,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Fortuna,Humboldt,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Fortuna,Humboldt,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Fortuna,Humboldt,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Fortuna,Humboldt,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Rio Dell,Humboldt,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Rio Dell,Humboldt,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Rio Dell,Humboldt,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Rio Dell,Humboldt,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Rio Dell,Humboldt,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Rio Dell,Humboldt,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Rio Dell,Humboldt,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Rio Dell,Humboldt,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Rio Dell,Humboldt,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Rio Dell,Humboldt,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Rio Dell,Humboldt,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Rio Dell,Humboldt,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Rio Dell,Humboldt,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Rio Dell,Humboldt,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Rio Dell,Humboldt,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Trinidad,Humboldt,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Trinidad,Humboldt,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Trinidad,Humboldt,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Trinidad,Humboldt,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Trinidad,Humboldt,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Trinidad,Humboldt,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Trinidad,Humboldt,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Trinidad,Humboldt,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Trinidad,Humboldt,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Trinidad,Humboldt,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Trinidad,Humboldt,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Trinidad,Humboldt,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Trinidad,Humboldt,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Trinidad,Humboldt,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Trinidad,Humboldt,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Humboldt,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Humboldt,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Humboldt,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Humboldt,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Humboldt,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Humboldt,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Humboldt,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Humboldt,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Humboldt,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Humboldt,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Humboldt,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Humboldt,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Humboldt,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Humboldt,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Humboldt,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Brawley,Imperial,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Brawley,Imperial,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Brawley,Imperial,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Brawley,Imperial,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Brawley,Imperial,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Brawley,Imperial,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Brawley,Imperial,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Brawley,Imperial,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Brawley,Imperial,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Brawley,Imperial,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Brawley,Imperial,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Brawley,Imperial,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Brawley,Imperial,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Brawley,Imperial,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Brawley,Imperial,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Calexico,Imperial,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Calexico,Imperial,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Calexico,Imperial,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Calexico,Imperial,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Calexico,Imperial,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Calexico,Imperial,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Calexico,Imperial,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Calexico,Imperial,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Calexico,Imperial,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Calexico,Imperial,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Calexico,Imperial,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Calexico,Imperial,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Calexico,Imperial,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Calexico,Imperial,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Calexico,Imperial,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Calipatria,Imperial,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Calipatria,Imperial,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Calipatria,Imperial,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Calipatria,Imperial,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Calipatria,Imperial,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Calipatria,Imperial,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Calipatria,Imperial,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Calipatria,Imperial,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Calipatria,Imperial,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Calipatria,Imperial,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Calipatria,Imperial,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Calipatria,Imperial,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Calipatria,Imperial,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Calipatria,Imperial,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Calipatria,Imperial,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
El Centro,Imperial,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
El Centro,Imperial,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
El Centro,Imperial,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
El Centro,Imperial,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
El Centro,Imperial,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
El Centro,Imperial,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
El Centro,Imperial,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
El Centro,Imperial,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
El Centro,Imperial,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
El Centro,Imperial,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
El Centro,Imperial,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
El Centro,Imperial,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
El Centro,Imperial,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
El Centro,Imperial,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
El Centro,Imperial,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Holtville,Imperial,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Holtville,Imperial,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Holtville,Imperial,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Holtville,Imperial,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Holtville,Imperial,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Holtville,Imperial,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Holtville,Imperial,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Holtville,Imperial,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Holtville,Imperial,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Holtville,Imperial,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Holtville,Imperial,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Holtville,Imperial,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Holtville,Imperial,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Holtville,Imperial,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Holtville,Imperial,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Imperial,Imperial,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Imperial,Imperial,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Imperial,Imperial,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Imperial,Imperial,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Imperial,Imperial,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Imperial,Imperial,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Imperial,Imperial,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Imperial,Imperial,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Imperial,Imperial,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Imperial,Imperial,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Imperial,Imperial,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Imperial,Imperial,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Imperial,Imperial,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Imperial,Imperial,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Imperial,Imperial,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Imperial,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Imperial,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Imperial,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Imperial,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Imperial,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Imperial,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Imperial,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Imperial,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Imperial,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Imperial,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Imperial,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Imperial,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Imperial,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Imperial,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Imperial,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Westmorland,Imperial,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Westmorland,Imperial,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Westmorland,Imperial,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Westmorland,Imperial,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Westmorland,Imperial,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Westmorland,Imperial,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Westmorland,Imperial,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Westmorland,Imperial,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Westmorland,Imperial,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Westmorland,Imperial,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Westmorland,Imperial,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Westmorland,Imperial,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Westmorland,Imperial,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Westmorland,Imperial,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Westmorland,Imperial,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Bishop,Inyo,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Bishop,Inyo,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Bishop,Inyo,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Bishop,Inyo,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Bishop,Inyo,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Bishop,Inyo,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Bishop,Inyo,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Bishop,Inyo,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Bishop,Inyo,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Bishop,Inyo,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Bishop,Inyo,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Bishop,Inyo,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Bishop,Inyo,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Bishop,Inyo,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Bishop,Inyo,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Inyo,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Inyo,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Inyo,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Inyo,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Inyo,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Inyo,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Inyo,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Inyo,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Inyo,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Inyo,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Inyo,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Inyo,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Inyo,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Inyo,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Inyo,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Arvin,Kern,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Arvin,Kern,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Arvin,Kern,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Arvin,Kern,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Arvin,Kern,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Arvin,Kern,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Arvin,Kern,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Arvin,Kern,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Arvin,Kern,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Arvin,Kern,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Arvin,Kern,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Arvin,Kern,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Arvin,Kern,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Arvin,Kern,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Arvin,Kern,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Bakersfield,Kern,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Bakersfield,Kern,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Bakersfield,Kern,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Bakersfield,Kern,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Bakersfield,Kern,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Bakersfield,Kern,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Bakersfield,Kern,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Bakersfield,Kern,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Bakersfield,Kern,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Bakersfield,Kern,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Bakersfield,Kern,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Bakersfield,Kern,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Bakersfield,Kern,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Bakersfield,Kern,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Bakersfield,Kern,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
California City,Kern,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
California City,Kern,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
California City,Kern,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
California City,Kern,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
California City,Kern,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
California City,Kern,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
California City,Kern,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
California City,Kern,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
California City,Kern,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
California City,Kern,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
California City,Kern,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
California City,Kern,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
California City,Kern,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
California City,Kern,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
California City,Kern,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Delano,Kern,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Delano,Kern,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Delano,Kern,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Delano,Kern,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Delano,Kern,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Delano,Kern,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Delano,Kern,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Delano,Kern,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Delano,Kern,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Delano,Kern,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Delano,Kern,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Delano,Kern,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Delano,Kern,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Delano,Kern,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Delano,Kern,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Maricopa,Kern,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Maricopa,Kern,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Maricopa,Kern,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Maricopa,Kern,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Maricopa,Kern,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Maricopa,Kern,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Maricopa,Kern,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Maricopa,Kern,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Maricopa,Kern,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Maricopa,Kern,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Maricopa,Kern,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Maricopa,Kern,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Maricopa,Kern,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Maricopa,Kern,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Maricopa,Kern,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
McFarland,Kern,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
McFarland,Kern,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
McFarland,Kern,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
McFarland,Kern,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
McFarland,Kern,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
McFarland,Kern,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
McFarland,Kern,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
McFarland,Kern,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
McFarland,Kern,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
McFarland,Kern,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
McFarland,Kern,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
McFarland,Kern,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
McFarland,Kern,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
McFarland,Kern,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
McFarland,Kern,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Ridgecrest,Kern,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Ridgecrest,Kern,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Ridgecrest,Kern,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Ridgecrest,Kern,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Ridgecrest,Kern,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Ridgecrest,Kern,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Ridgecrest,Kern,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Ridgecrest,Kern,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Ridgecrest,Kern,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Ridgecrest,Kern,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Ridgecrest,Kern,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Ridgecrest,Kern,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Ridgecrest,Kern,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Ridgecrest,Kern,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Ridgecrest,Kern,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Shafter,Kern,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Shafter,Kern,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Shafter,Kern,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Shafter,Kern,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Shafter,Kern,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Shafter,Kern,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Shafter,Kern,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Shafter,Kern,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Shafter,Kern,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Shafter,Kern,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Shafter,Kern,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Shafter,Kern,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
