city,county,year,minimum_wage_year_start,minimum_wage_annual_avg,ordinance_type,minimum_wage_backfilled,minimum_wage_source_detail
Laguna Niguel,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Laguna Niguel,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Laguna Niguel,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Laguna Niguel,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Laguna Niguel,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Laguna Niguel,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Laguna Woods,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Laguna Woods,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Laguna Woods,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Laguna Woods,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Laguna Woods,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Laguna Woods,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Laguna Woods,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Laguna Woods,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Laguna Woods,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Laguna Woods,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Laguna Woods,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Laguna Woods,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Laguna Woods,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Laguna Woods,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Laguna Woods,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Lake Forest,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Lake Forest,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Lake Forest,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Lake Forest,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Lake Forest,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Lake Forest,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Lake Forest,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Lake Forest,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Lake Forest,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Lake Forest,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Lake Forest,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Lake Forest,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Lake Forest,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Lake Forest,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Lake Forest,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Mission Viejo,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Mission Viejo,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Mission Viejo,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Mission Viejo,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Mission Viejo,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Mission Viejo,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Mission Viejo,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Mission Viejo,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Mission Viejo,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Mission Viejo,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Mission Viejo,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Mission Viejo,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Mission Viejo,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Mission Viejo,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Mission Viejo,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Newport Beach,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Newport Beach,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Newport Beach,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Newport Beach,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Newport Beach,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Newport Beach,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Newport Beach,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Newport Beach,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Newport Beach,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Newport Beach,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Newport Beach,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Newport Beach,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Newport Beach,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Newport Beach,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Newport Beach,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Orange,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Orange,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Orange,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Orange,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Orange,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Orange,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Orange,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Orange,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Orange,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Orange,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Orange,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Orange,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Orange,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Orange,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Orange,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Placentia,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Placentia,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Placentia,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Placentia,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Placentia,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Placentia,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Placentia,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Placentia,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Placentia,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Placentia,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Placentia,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Placentia,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Placentia,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Placentia,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Placentia,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Rancho Santa Margarita,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Rancho Santa Margarita,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Rancho Santa Margarita,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Rancho Santa Margarita,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Rancho Santa Margarita,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Rancho Santa Margarita,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Rancho Santa Margarita,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Rancho Santa Margarita,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Rancho Santa Margarita,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Rancho Santa Margarita,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Rancho Santa Margarita,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Rancho Santa Margarita,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Rancho Santa Margarita,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Rancho Santa Margarita,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Rancho Santa Margarita,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
San Clemente,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
San Clemente,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
San Clemente,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
San Clemente,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
San Clemente,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
San Clemente,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
San Clemente,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
San Clemente,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
San Clemente,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
San Clemente,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
San Clemente,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
San Clemente,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
San Clemente,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
San Clemente,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
San Clemente,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
San Juan Capistrano,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
San Juan Capistrano,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
San Juan Capistrano,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
San Juan Capistrano,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
San Juan Capistrano,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
San Juan Capistrano,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
San Juan Capistrano,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
San Juan Capistrano,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
San Juan Capistrano,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
San Juan Capistrano,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
San Juan Capistrano,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
San Juan Capistrano,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
San Juan Capistrano,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
San Juan Capistrano,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
San Juan Capistrano,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Santa Ana,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Santa Ana,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Santa Ana,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Santa Ana,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Santa Ana,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Santa Ana,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Santa Ana,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Santa Ana,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Santa Ana,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Santa Ana,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Santa Ana,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Santa Ana,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Santa Ana,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Santa Ana,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Santa Ana,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Seal Beach,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Seal Beach,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Seal Beach,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Seal Beach,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Seal Beach,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Seal Beach,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Seal Beach,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Seal Beach,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Seal Beach,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Seal Beach,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Seal Beach,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Seal Beach,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Seal Beach,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Seal Beach,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Seal Beach,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Stanton,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Stanton,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Stanton,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Stanton,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Stanton,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Stanton,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Stanton,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Stanton,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Stanton,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Stanton,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Stanton,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Stanton,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Stanton,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Stanton,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Stanton,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Tustin,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Tustin,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Tustin,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Tustin,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Tustin,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Tustin,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Tustin,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Tustin,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Tustin,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Tustin,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Tustin,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Tustin,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Tustin,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Tustin,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Tustin,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Unincorporated / Other,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Unincorporated / Other,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Villa Park,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Villa Park,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Villa Park,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Villa Park,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Villa Park,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Villa Park,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Villa Park,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Villa Park,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Villa Park,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Villa Park,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Villa Park,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Villa Park,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Villa Park,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Villa Park,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Villa Park,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Westminster,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Westminster,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Westminster,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Westminster,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Westminster,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Westminster,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Westminster,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Westminster,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Westminster,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Westminster,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Westminster,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Westminster,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Westminster,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Westminster,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Westminster,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Yorba Linda,Orange,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Yorba Linda,Orange,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Yorba Linda,Orange,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Yorba Linda,Orange,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Yorba Linda,Orange,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Yorba Linda,Orange,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Yorba Linda,Orange,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Yorba Linda,Orange,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Yorba Linda,Orange,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Yorba Linda,Orange,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Yorba Linda,Orange,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Yorba Linda,Orange,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Yorba Linda,Orange,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Yorba Linda,Orange,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Yorba Linda,Orange,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Auburn,Placer,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Auburn,Placer,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Auburn,Placer,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Auburn,Placer,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Auburn,Placer,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Auburn,Placer,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Auburn,Placer,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Auburn,Placer,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Auburn,Placer,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Auburn,Placer,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Auburn,Placer,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Auburn,Placer,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Auburn,Placer,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Auburn,Placer,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Auburn,Placer,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Colfax,Placer,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Colfax,Placer,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Colfax,Placer,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Colfax,Placer,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Colfax,Placer,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Colfax,Placer,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Colfax,Placer,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Colfax,Placer,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Colfax,Placer,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Colfax,Placer,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Colfax,Placer,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Colfax,Placer,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Colfax,Placer,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Colfax,Placer,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Colfax,Placer,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Lincoln,Placer,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Lincoln,Placer,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Lincoln,Placer,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Lincoln,Placer,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Lincoln,Placer,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Lincoln,Placer,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Lincoln,Placer,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Lincoln,Placer,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Lincoln,Placer,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Lincoln,Placer,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Lincoln,Placer,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Lincoln,Placer,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Lincoln,Placer,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Lincoln,Placer,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Lincoln,Placer,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Loomis,Placer,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Loomis,Placer,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Loomis,Placer,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Loomis,Placer,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Loomis,Placer,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Loomis,Placer,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Loomis,Placer,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Loomis,Placer,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Loomis,Placer,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Loomis,Placer,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Loomis,Placer,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Loomis,Placer,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Loomis,Placer,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Loomis,Placer,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Loomis,Placer,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Rocklin,Placer,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Rocklin,Placer,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Rocklin,Placer,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Rocklin,Placer,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Rocklin,Placer,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
Rocklin,Placer,2017,10.5,10.5,State Law,False,input_minimum_wage_updated
Rocklin,Placer,2018,11.0,11.0,State Law,False,input_minimum_wage_updated
Rocklin,Placer,2019,12.0,12.0,State Law,False,input_minimum_wage_updated
Rocklin,Placer,2020,13.0,13.0,State Law,False,input_minimum_wage_updated
Rocklin,Placer,2021,14.0,14.0,State Law,False,input_minimum_wage_updated
Rocklin,Placer,2022,15.0,15.0,State Law,False,input_minimum_wage_updated
Rocklin,Placer,2023,15.5,15.5,State Law,False,input_minimum_wage_updated
Rocklin,Placer,2024,16.0,16.0,State Law,False,input_minimum_wage_updated
Rocklin,Placer,2025,16.5,16.5,State Law,False,input_minimum_wage_updated
Rocklin,Placer,2026,16.9,16.9,State Law,False,input_minimum_wage_updated
Roseville,Placer,2012,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Roseville,Placer,2013,8.0,8.0,State Law,True,state_law_backfill_pre_input_years
Roseville,Placer,2014,8.0,8.504109589041096,State Law,True,state_law_backfill_pre_input_years
Roseville,Placer,2015,9.0,9.0,State Law,True,state_law_backfill_pre_input_years
Roseville,Placer,2016,10.0,10.0,State Law,False,input_minimum_wage_updated
