zcta5,year,amenity_type_raw,amenity_type,est,emp_1_4,emp_5_9,emp_10_19,emp_20_49,emp_50_99,emp_100_249,emp_250_499,emp_500_999,emp_1000_plus,amenity_employee_bucket_total,amenity_est_bucket_gap,amenity_source_rows
91786,2021,Fitness,fitness,14,7,3,3,0,0,0,0,0,0,13,1,1
91786,2021,Resturants,restaurants,53,16,13,14,10,0,0,0,0,0,53,0,1
91786,2022,Coffee Shops,coffee_shops,16,4,6,0,4,0,0,0,0,0,14,2,1
91786,2022,Fitness,fitness,14,4,4,0,4,0,0,0,0,0,12,2,1
91786,2022,Resturants,restaurants,55,11,13,18,12,0,0,0,0,0,54,1,1
91786,2023,Coffee Shops,coffee_shops,16,7,4,0,3,0,0,0,0,0,14,2,1
91786,2023,Fitness,fitness,12,5,0,3,0,0,0,0,0,0,8,4,1
91786,2023,Resturants,restaurants,53,15,10,10,17,0,0,0,0,0,52,1,1
91788,2012,Coffee Shops,coffee_shops,1,0,0,0,1,0,0,0,0,0,1,0,1
91788,2012,Resturants,restaurants,1,1,0,0,0,0,0,0,0,0,1,0,1
91788,2013,Coffee Shops,coffee_shops,1,0,0,0,1,0,0,0,0,0,1,0,1
91788,2013,Resturants,restaurants,1,1,0,0,0,0,0,0,0,0,1,0,1
91788,2014,Coffee Shops,coffee_shops,1,0,0,0,1,0,0,0,0,0,1,0,1
91788,2015,Coffee Shops,coffee_shops,1,0,0,1,0,0,0,0,0,0,1,0,1
91788,2016,Coffee Shops,coffee_shops,1,0,0,1,0,0,0,0,0,0,1,0,1
91789,2012,Coffee Shops,coffee_shops,10,5,2,3,0,0,0,0,0,0,10,0,1
91789,2012,Fitness,fitness,5,3,0,0,1,1,0,0,0,0,5,0,1
91789,2012,Resturants,restaurants,44,21,7,11,4,1,0,0,0,0,44,0,1
91789,2013,Coffee Shops,coffee_shops,15,5,3,5,1,1,0,0,0,0,15,0,1
91789,2013,Fitness,fitness,5,3,0,0,0,2,0,0,0,0,5,0,1
91789,2013,Resturants,restaurants,49,29,6,8,5,1,0,0,0,0,49,0,1
91789,2014,Coffee Shops,coffee_shops,16,5,4,3,3,1,0,0,0,0,16,0,1
91789,2014,Fitness,fitness,6,4,0,0,1,1,0,0,0,0,6,0,1
91789,2014,Resturants,restaurants,47,25,8,8,5,1,0,0,0,0,47,0,1
91789,2015,Coffee Shops,coffee_shops,16,8,4,2,2,0,0,0,0,0,16,0,1
91789,2015,Fitness,fitness,6,4,0,0,0,2,0,0,0,0,6,0,1
91789,2015,Resturants,restaurants,50,26,11,6,6,1,0,0,0,0,50,0,1
91789,2016,Coffee Shops,coffee_shops,15,6,3,3,3,0,0,0,0,0,15,0,1
91789,2016,Fitness,fitness,6,3,0,1,1,1,0,0,0,0,6,0,1
91789,2016,Resturants,restaurants,40,17,10,7,4,2,0,0,0,0,40,0,1
91789,2017,Coffee Shops,coffee_shops,15,7,3,3,0,0,0,0,0,0,13,2,1
91789,2017,Fitness,fitness,8,6,0,0,0,0,0,0,0,0,6,2,1
91789,2017,Resturants,restaurants,45,22,10,7,5,0,0,0,0,0,44,1,1
91789,2018,Coffee Shops,coffee_shops,17,8,4,0,3,0,0,0,0,0,15,2,1
91789,2018,Fitness,fitness,10,6,0,0,0,3,0,0,0,0,9,1,1
91789,2018,Resturants,restaurants,51,25,8,11,5,0,0,0,0,0,49,2,1
91789,2019,Coffee Shops,coffee_shops,19,9,4,3,3,0,0,0,0,0,19,0,1
91789,2019,Fitness,fitness,8,5,0,0,0,3,0,0,0,0,8,0,1
91789,2019,Resturants,restaurants,56,23,12,12,7,0,0,0,0,0,54,2,1
91789,2020,Coffee Shops,coffee_shops,25,9,8,0,5,0,0,0,0,0,22,3,1
91789,2020,Fitness,fitness,9,6,0,0,3,0,0,0,0,0,9,0,1
91789,2020,Resturants,restaurants,49,17,10,14,5,3,0,0,0,0,49,0,1
91789,2021,Coffee Shops,coffee_shops,24,11,5,3,5,0,0,0,0,0,24,0,1
91789,2021,Fitness,fitness,7,6,0,0,0,0,0,0,0,0,6,1,1
91789,2021,Resturants,restaurants,51,29,9,9,3,0,0,0,0,0,50,1,1
91789,2022,Coffee Shops,coffee_shops,25,9,8,0,6,0,0,0,0,0,23,2,1
91789,2022,Fitness,fitness,8,4,0,0,3,0,0,0,0,0,7,1,1
91789,2022,Resturants,restaurants,56,21,11,13,9,0,0,0,0,0,54,2,1
91789,2023,Coffee Shops,coffee_shops,25,7,8,3,7,0,0,0,0,0,25,0,1
91789,2023,Fitness,fitness,7,4,0,0,3,0,0,0,0,0,7,0,1
91789,2023,Resturants,restaurants,44,15,9,11,8,0,0,0,0,0,43,1,1
91790,2012,Coffee Shops,coffee_shops,18,7,7,1,3,0,0,0,0,0,18,0,1
91790,2012,Fitness,fitness,3,1,0,0,0,2,0,0,0,0,3,0,1
91790,2012,Resturants,restaurants,31,16,5,2,3,4,1,0,0,0,31,0,1
91790,2013,Coffee Shops,coffee_shops,16,6,5,2,2,1,0,0,0,0,16,0,1
91790,2013,Fitness,fitness,2,0,0,0,0,1,1,0,0,0,2,0,1
91790,2013,Resturants,restaurants,31,9,8,7,2,3,2,0,0,0,31,0,1
91790,2014,Coffee Shops,coffee_shops,15,4,6,2,2,1,0,0,0,0,15,0,1
91790,2014,Fitness,fitness,2,0,0,0,1,1,0,0,0,0,2,0,1
91790,2014,Resturants,restaurants,36,13,6,5,5,5,2,0,0,0,36,0,1
91790,2015,Coffee Shops,coffee_shops,20,7,7,2,3,1,0,0,0,0,20,0,1
91790,2015,Fitness,fitness,2,0,0,0,1,1,0,0,0,0,2,0,1
91790,2015,Resturants,restaurants,29,11,7,2,3,4,2,0,0,0,29,0,1
91790,2016,Coffee Shops,coffee_shops,21,8,8,1,3,1,0,0,0,0,21,0,1
91790,2016,Fitness,fitness,2,0,0,0,1,1,0,0,0,0,2,0,1
91790,2016,Resturants,restaurants,39,20,6,5,2,4,2,0,0,0,39,0,1
91790,2017,Coffee Shops,coffee_shops,22,7,9,0,3,0,0,0,0,0,19,3,1
91790,2017,Fitness,fitness,3,0,0,0,0,0,0,0,0,0,0,3,1
91790,2017,Resturants,restaurants,39,10,11,5,9,0,0,0,0,0,35,4,1
91790,2018,Coffee Shops,coffee_shops,21,7,11,0,0,0,0,0,0,0,18,3,1
91790,2018,Fitness,fitness,5,0,0,0,0,0,0,0,0,0,0,5,1
91790,2018,Resturants,restaurants,38,10,6,9,9,0,0,0,0,0,34,4,1
91790,2019,Coffee Shops,coffee_shops,21,9,8,0,0,0,0,0,0,0,17,4,1
91790,2019,Fitness,fitness,5,0,0,0,0,4,0,0,0,0,4,1,1
91790,2019,Resturants,restaurants,40,10,9,7,9,3,0,0,0,0,38,2,1
91790,2020,Coffee Shops,coffee_shops,18,5,8,3,0,0,0,0,0,0,16,2,1
91790,2020,Fitness,fitness,5,0,0,0,0,3,0,0,0,0,3,2,1
91790,2020,Resturants,restaurants,35,11,8,4,7,3,0,0,0,0,33,2,1
91790,2021,Coffee Shops,coffee_shops,21,10,6,3,0,0,0,0,0,0,19,2,1
91790,2021,Fitness,fitness,5,0,0,0,0,0,0,0,0,0,0,5,1
91790,2021,Resturants,restaurants,30,10,4,9,0,5,0,0,0,0,28,2,1
91790,2022,Coffee Shops,coffee_shops,23,9,8,3,0,0,0,0,0,0,20,3,1
91790,2022,Fitness,fitness,5,0,0,0,0,0,0,0,0,0,0,5,1
91790,2022,Resturants,restaurants,31,7,4,11,4,3,0,0,0,0,29,2,1
91790,2023,Coffee Shops,coffee_shops,25,6,8,9,0,0,0,0,0,0,23,2,1
91790,2023,Fitness,fitness,5,0,0,0,3,0,0,0,0,0,3,2,1
91790,2023,Resturants,restaurants,35,12,6,10,0,0,3,0,0,0,31,4,1
91791,2012,Coffee Shops,coffee_shops,4,1,1,1,1,0,0,0,0,0,4,0,1
91791,2012,Fitness,fitness,2,0,0,0,2,0,0,0,0,0,2,0,1
91791,2012,Resturants,restaurants,24,6,2,3,5,7,1,0,0,0,24,0,1
91791,2013,Coffee Shops,coffee_shops,5,2,0,2,1,0,0,0,0,0,5,0,1
91791,2013,Fitness,fitness,3,1,0,0,2,0,0,0,0,0,3,0,1
91791,2013,Resturants,restaurants,24,5,1,3,6,7,2,0,0,0,24,0,1
91791,2014,Coffee Shops,coffee_shops,6,2,0,2,2,0,0,0,0,0,6,0,1
91791,2014,Fitness,fitness,4,1,0,0,3,0,0,0,0,0,4,0,1
91791,2014,Resturants,restaurants,29,6,3,2,7,9,2,0,0,0,29,0,1
91791,2015,Coffee Shops,coffee_shops,6,2,0,1,3,0,0,0,0,0,6,0,1
91791,2015,Fitness,fitness,4,1,0,0,3,0,0,0,0,0,4,0,1
91791,2015,Resturants,restaurants,29,4,2,4,8,10,1,0,0,0,29,0,1
91791,2016,Coffee Shops,coffee_shops,7,3,0,1,3,0,0,0,0,0,7,0,1
91791,2016,Fitness,fitness,5,1,1,0,3,0,0,0,0,0,5,0,1
91791,2016,Resturants,restaurants,29,7,1,1,9,9,2,0,0,0,29,0,1
91791,2017,Coffee Shops,coffee_shops,10,5,0,0,0,0,0,0,0,0,5,5,1
91791,2017,Fitness,fitness,4,0,0,0,3,0,0,0,0,0,3,1,1
91791,2017,Resturants,restaurants,32,5,0,6,11,7,0,0,0,0,29,3,1
91791,2018,Coffee Shops,coffee_shops,11,5,0,0,0,0,0,0,0,0,5,6,1
91791,2018,Fitness,fitness,5,0,0,0,0,0,0,0,0,0,0,5,1
91791,2018,Resturants,restaurants,34,7,4,4,13,5,0,0,0,0,33,1,1
91791,2019,Coffee Shops,coffee_shops,12,6,0,0,0,0,0,0,0,0,6,6,1
91791,2019,Fitness,fitness,5,0,0,0,3,0,0,0,0,0,3,2,1
91791,2019,Resturants,restaurants,33,9,0,7,8,6,0,0,0,0,30,3,1
91791,2020,Coffee Shops,coffee_shops,10,4,0,0,0,0,0,0,0,0,4,6,1
91791,2020,Fitness,fitness,5,0,0,0,3,0,0,0,0,0,3,2,1
91791,2020,Resturants,restaurants,33,10,5,5,7,5,0,0,0,0,32,1,1
91791,2021,Coffee Shops,coffee_shops,10,3,3,0,3,0,0,0,0,0,9,1,1
91791,2021,Fitness,fitness,5,3,0,0,0,0,0,0,0,0,3,2,1
91791,2021,Resturants,restaurants,35,10,8,7,6,3,0,0,0,0,34,1,1
91791,2022,Coffee Shops,coffee_shops,11,4,0,0,0,0,0,0,0,0,4,7,1
91791,2022,Fitness,fitness,4,0,0,0,0,0,0,0,0,0,0,4,1
91791,2022,Resturants,restaurants,33,9,5,5,6,6,0,0,0,0,31,2,1
91791,2023,Coffee Shops,coffee_shops,10,4,0,0,3,0,0,0,0,0,7,3,1
91791,2023,Fitness,fitness,4,0,0,0,0,0,0,0,0,0,0,4,1
91791,2023,Resturants,restaurants,32,10,4,4,7,6,0,0,0,0,31,1,1
91792,2012,Coffee Shops,coffee_shops,7,4,2,0,1,0,0,0,0,0,7,0,1
91792,2012,Resturants,restaurants,11,6,1,4,0,0,0,0,0,0,11,0,1
91792,2013,Coffee Shops,coffee_shops,9,4,2,2,1,0,0,0,0,0,9,0,1
91792,2013,Resturants,restaurants,15,9,3,2,1,0,0,0,0,0,15,0,1
91792,2014,Coffee Shops,coffee_shops,8,4,2,1,1,0,0,0,0,0,8,0,1
91792,2014,Resturants,restaurants,15,9,2,3,1,0,0,0,0,0,15,0,1
91792,2015,Coffee Shops,coffee_shops,8,4,2,1,1,0,0,0,0,0,8,0,1
91792,2015,Resturants,restaurants,17,7,7,2,1,0,0,0,0,0,17,0,1
91792,2016,Coffee Shops,coffee_shops,9,6,1,1,1,0,0,0,0,0,9,0,1
91792,2016,Resturants,restaurants,18,9,4,5,0,0,0,0,0,0,18,0,1
91792,2017,Coffee Shops,coffee_shops,8,5,0,0,0,0,0,0,0,0,5,3,1
91792,2017,Resturants,restaurants,16,9,3,4,0,0,0,0,0,0,16,0,1
91792,2018,Coffee Shops,coffee_shops,9,6,0,0,0,0,0,0,0,0,6,3,1
91792,2018,Resturants,restaurants,16,10,0,4,0,0,0,0,0,0,14,2,1
91792,2019,Coffee Shops,coffee_shops,10,5,0,0,0,0,0,0,0,0,5,5,1
91792,2019,Resturants,restaurants,13,6,5,0,0,0,0,0,0,0,11,2,1
91792,2020,Coffee Shops,coffee_shops,10,5,0,0,0,0,0,0,0,0,5,5,1
91792,2020,Resturants,restaurants,12,5,6,0,0,0,0,0,0,0,11,1,1
91792,2021,Coffee Shops,coffee_shops,10,5,0,0,0,0,0,0,0,0,5,5,1
91792,2021,Resturants,restaurants,15,10,5,0,0,0,0,0,0,0,15,0,1
91792,2022,Coffee Shops,coffee_shops,11,6,0,4,0,0,0,0,0,0,10,1,1
91792,2022,Resturants,restaurants,21,12,7,0,0,0,0,0,0,0,19,2,1
91792,2023,Coffee Shops,coffee_shops,10,5,0,4,0,0,0,0,0,0,9,1,1
91792,2023,Resturants,restaurants,18,13,4,0,0,0,0,0,0,0,17,1,1
91801,2012,Coffee Shops,coffee_shops,10,4,3,2,1,0,0,0,0,0,10,0,1
91801,2012,Fitness,fitness,5,2,0,0,2,1,0,0,0,0,5,0,1
91801,2012,Resturants,restaurants,63,14,14,15,15,5,0,0,0,0,63,0,1
91801,2013,Coffee Shops,coffee_shops,14,7,3,3,1,0,0,0,0,0,14,0,1
91801,2013,Fitness,fitness,5,2,0,1,1,1,0,0,0,0,5,0,1
91801,2013,Resturants,restaurants,75,29,10,15,13,7,1,0,0,0,75,0,1
91801,2014,Coffee Shops,coffee_shops,15,3,4,5,3,0,0,0,0,0,15,0,1
91801,2014,Fitness,fitness,6,3,0,1,2,0,0,0,0,0,6,0,1
91801,2014,Resturants,restaurants,84,28,16,14,18,7,1,0,0,0,84,0,1
91801,2015,Coffee Shops,coffee_shops,18,7,4,4,3,0,0,0,0,0,18,0,1
91801,2015,Fitness,fitness,5,3,0,0,2,0,0,0,0,0,5,0,1
91801,2015,Resturants,restaurants,84,24,14,18,22,6,0,0,0,0,84,0,1
91801,2016,Coffee Shops,coffee_shops,18,5,2,8,3,0,0,0,0,0,18,0,1
91801,2016,Fitness,fitness,4,1,1,0,2,0,0,0,0,0,4,0,1
91801,2016,Resturants,restaurants,80,17,15,20,21,7,0,0,0,0,80,0,1
91801,2017,Coffee Shops,coffee_shops,18,7,3,4,3,0,0,0,0,0,17,1,1
91801,2017,Fitness,fitness,4,0,0,0,0,0,0,0,0,0,0,4,1
91801,2017,Resturants,restaurants,91,25,15,21,20,9,0,0,0,0,90,1,1
91801,2018,Coffee Shops,coffee_shops,19,6,4,3,6,0,0,0,0,0,19,0,1
91801,2018,Fitness,fitness,4,0,0,0,0,0,0,0,0,0,0,4,1
91801,2018,Resturants,restaurants,91,19,21,17,23,11,0,0,0,0,91,0,1
91801,2019,Coffee Shops,coffee_shops,17,3,4,4,6,0,0,0,0,0,17,0,1
91801,2019,Fitness,fitness,4,0,0,0,0,0,0,0,0,0,0,4,1
91801,2019,Resturants,restaurants,89,21,16,19,27,5,0,0,0,0,88,1,1
91801,2020,Coffee Shops,coffee_shops,18,4,5,3,6,0,0,0,0,0,18,0,1
91801,2020,Fitness,fitness,4,0,0,0,0,0,0,0,0,0,0,4,1
91801,2020,Resturants,restaurants,85,22,14,22,22,4,0,0,0,0,84,1,1
91801,2021,Coffee Shops,coffee_shops,19,0,5,6,6,0,0,0,0,0,17,2,1
91801,2021,Fitness,fitness,3,0,0,0,0,0,0,0,0,0,0,3,1
91801,2021,Resturants,restaurants,80,27,16,16,19,0,0,0,0,0,78,2,1
91801,2022,Coffee Shops,coffee_shops,23,6,4,6,5,0,0,0,0,0,21,2,1
91801,2022,Fitness,fitness,4,0,0,0,0,0,0,0,0,0,0,4,1
91801,2022,Resturants,restaurants,87,28,10,20,24,5,0,0,0,0,87,0,1
91801,2023,Coffee Shops,coffee_shops,25,9,3,6,7,0,0,0,0,0,25,0,1
91801,2023,Fitness,fitness,4,0,0,0,0,0,0,0,0,0,0,4,1
91801,2023,Resturants,restaurants,86,22,13,22,24,5,0,0,0,0,86,0,1
91802,2012,Coffee Shops,coffee_shops,1,1,0,0,0,0,0,0,0,0,1,0,1
91802,2013,Coffee Shops,coffee_shops,1,1,0,0,0,0,0,0,0,0,1,0,1
91802,2014,Coffee Shops,coffee_shops,1,1,0,0,0,0,0,0,0,0,1,0,1
91803,2012,Coffee Shops,coffee_shops,2,1,0,1,0,0,0,0,0,0,2,0,1
91803,2012,Fitness,fitness,1,0,0,0,1,0,0,0,0,0,1,0,1
91803,2012,Resturants,restaurants,28,15,3,5,3,2,0,0,0,0,28,0,1
91803,2013,Coffee Shops,coffee_shops,3,2,0,1,0,0,0,0,0,0,3,0,1
91803,2013,Fitness,fitness,1,0,0,0,1,0,0,0,0,0,1,0,1
91803,2013,Resturants,restaurants,26,12,3,6,4,1,0,0,0,0,26,0,1
91803,2014,Coffee Shops,coffee_shops,3,2,0,1,0,0,0,0,0,0,3,0,1
91803,2014,Fitness,fitness,1,0,0,0,1,0,0,0,0,0,1,0,1
91803,2014,Resturants,restaurants,27,9,5,6,5,2,0,0,0,0,27,0,1
91803,2015,Coffee Shops,coffee_shops,3,2,0,1,0,0,0,0,0,0,3,0,1
91803,2015,Fitness,fitness,1,0,0,0,1,0,0,0,0,0,1,0,1
91803,2015,Resturants,restaurants,29,11,5,6,5,2,0,0,0,0,29,0,1
91803,2016,Coffee Shops,coffee_shops,3,2,0,1,0,0,0,0,0,0,3,0,1
91803,2016,Fitness,fitness,1,0,0,0,1,0,0,0,0,0,1,0,1
91803,2016,Resturants,restaurants,27,9,5,7,4,2,0,0,0,0,27,0,1
91803,2017,Coffee Shops,coffee_shops,5,0,0,0,0,0,0,0,0,0,0,5,1
91803,2017,Resturants,restaurants,30,11,4,8,6,0,0,0,0,0,29,1,1
91803,2018,Coffee Shops,coffee_shops,6,0,0,0,0,0,0,0,0,0,0,6,1
91803,2018,Resturants,restaurants,31,9,7,6,7,0,0,0,0,0,29,2,1
91803,2019,Coffee Shops,coffee_shops,8,0,0,3,0,0,0,0,0,0,3,5,1
91803,2019,Resturants,restaurants,30,7,7,8,6,0,0,0,0,0,28,2,1
91803,2020,Coffee Shops,coffee_shops,7,0,3,0,0,0,0,0,0,0,3,4,1
91803,2020,Resturants,restaurants,26,10,4,6,5,0,0,0,0,0,25,1,1
91803,2021,Coffee Shops,coffee_shops,7,3,0,0,0,0,0,0,0,0,3,4,1
91803,2021,Resturants,restaurants,21,9,5,3,4,0,0,0,0,0,21,0,1
91803,2022,Coffee Shops,coffee_shops,8,4,0,3,0,0,0,0,0,0,7,1,1
91803,2022,Resturants,restaurants,26,10,4,6,6,0,0,0,0,0,26,0,1
91803,2023,Coffee Shops,coffee_shops,8,4,0,3,0,0,0,0,0,0,7,1,1
91803,2023,Resturants,restaurants,22,9,3,7,3,0,0,0,0,0,22,0,1
91901,2012,Coffee Shops,coffee_shops,3,1,1,1,0,0,0,0,0,0,3,0,1
91901,2012,Fitness,fitness,1,1,0,0,0,0,0,0,0,0,1,0,1
91901,2012,Park,parks,1,1,0,0,0,0,0,0,0,0,1,0,1
91901,2012,Resturants,restaurants,14,5,3,1,5,0,0,0,0,0,14,0,1
91901,2013,Coffee Shops,coffee_shops,4,1,2,1,0,0,0,0,0,0,4,0,1
91901,2013,Fitness,fitness,1,1,0,0,0,0,0,0,0,0,1,0,1
91901,2013,Park,parks,1,0,1,0,0,0,0,0,0,0,1,0,1
91901,2013,Resturants,restaurants,15,7,2,2,4,0,0,0,0,0,15,0,1
91901,2014,Coffee Shops,coffee_shops,5,1,3,1,0,0,0,0,0,0,5,0,1
91901,2014,Fitness,fitness,1,1,0,0,0,0,0,0,0,0,1,0,1
91901,2014,Park,parks,1,0,1,0,0,0,0,0,0,0,1,0,1
91901,2014,Resturants,restaurants,17,8,2,3,4,0,0,0,0,0,17,0,1
91901,2015,Coffee Shops,coffee_shops,6,2,2,2,0,0,0,0,0,0,6,0,1
91901,2015,Fitness,fitness,1,1,0,0,0,0,0,0,0,0,1,0,1
91901,2015,Park,parks,1,0,0,1,0,0,0,0,0,0,1,0,1
91901,2015,Resturants,restaurants,14,6,3,1,4,0,0,0,0,0,14,0,1
91901,2016,Coffee Shops,coffee_shops,7,1,4,2,0,0,0,0,0,0,7,0,1
91901,2016,Fitness,fitness,1,0,1,0,0,0,0,0,0,0,1,0,1
91901,2016,Park,parks,1,0,0,1,0,0,0,0,0,0,1,0,1
91901,2016,Resturants,restaurants,14,4,2,4,3,1,0,0,0,0,14,0,1
91901,2017,Coffee Shops,coffee_shops,7,0,4,0,0,0,0,0,0,0,4,3,1
91901,2017,Resturants,restaurants,14,4,4,3,3,0,0,0,0,0,14,0,1
91901,2018,Coffee Shops,coffee_shops,7,0,0,0,0,0,0,0,0,0,0,7,1
91901,2018,Resturants,restaurants,12,0,4,3,4,0,0,0,0,0,11,1,1
91901,2019,Coffee Shops,coffee_shops,7,0,4,0,0,0,0,0,0,0,4,3,1
91901,2019,Resturants,restaurants,13,3,0,4,4,0,0,0,0,0,11,2,1
91901,2020,Coffee Shops,coffee_shops,8,0,5,0,0,0,0,0,0,0,5,3,1
91901,2020,Resturants,restaurants,11,0,0,3,4,0,0,0,0,0,7,4,1
91901,2021,Coffee Shops,coffee_shops,7,0,5,0,0,0,0,0,0,0,5,2,1
91901,2021,Resturants,restaurants,11,0,3,0,4,0,0,0,0,0,7,4,1
91901,2022,Coffee Shops,coffee_shops,7,0,5,0,0,0,0,0,0,0,5,2,1
91901,2022,Resturants,restaurants,14,5,0,3,4,0,0,0,0,0,12,2,1
91901,2023,Coffee Shops,coffee_shops,7,0,0,0,0,0,0,0,0,0,0,7,1
91901,2023,Resturants,restaurants,12,0,4,3,3,0,0,0,0,0,10,2,1
91902,2012,Coffee Shops,coffee_shops,4,1,1,1,1,0,0,0,0,0,4,0,1
91902,2012,Fitness,fitness,1,1,0,0,0,0,0,0,0,0,1,0,1
91902,2012,Resturants,restaurants,13,4,5,3,1,0,0,0,0,0,13,0,1
91902,2013,Coffee Shops,coffee_shops,4,2,0,1,1,0,0,0,0,0,4,0,1
91902,2013,Resturants,restaurants,10,2,4,3,1,0,0,0,0,0,10,0,1
91902,2014,Coffee Shops,coffee_shops,2,0,0,1,1,0,0,0,0,0,2,0,1
91902,2014,Resturants,restaurants,11,2,5,2,2,0,0,0,0,0,11,0,1
91902,2015,Coffee Shops,coffee_shops,2,0,0,1,1,0,0,0,0,0,2,0,1
91902,2015,Resturants,restaurants,12,3,3,5,0,1,0,0,0,0,12,0,1
91902,2016,Coffee Shops,coffee_shops,3,0,1,1,1,0,0,0,0,0,3,0,1
91902,2016,Resturants,restaurants,13,3,4,4,1,1,0,0,0,0,13,0,1
91902,2017,Coffee Shops,coffee_shops,6,3,0,0,0,0,0,0,0,0,3,3,1
91902,2017,Resturants,restaurants,16,3,4,4,4,0,0,0,0,0,15,1,1
91902,2018,Coffee Shops,coffee_shops,3,0,0,0,0,0,0,0,0,0,0,3,1
91902,2018,Resturants,restaurants,16,0,5,6,0,0,0,0,0,0,11,5,1
91902,2019,Coffee Shops,coffee_shops,5,3,0,0,0,0,0,0,0,0,3,2,1
91902,2019,Resturants,restaurants,16,0,7,6,3,0,0,0,0,0,16,0,1
91902,2020,Coffee Shops,coffee_shops,5,0,0,0,0,0,0,0,0,0,0,5,1
91902,2020,Resturants,restaurants,12,3,0,5,3,0,0,0,0,0,11,1,1
91902,2021,Coffee Shops,coffee_shops,7,0,3,0,0,0,0,0,0,0,3,4,1
91902,2021,Resturants,restaurants,12,0,4,3,4,0,0,0,0,0,11,1,1
91902,2022,Coffee Shops,coffee_shops,7,0,0,0,0,0,0,0,0,0,0,7,1
91902,2022,Resturants,restaurants,12,3,0,3,5,0,0,0,0,0,11,1,1
91902,2023,Coffee Shops,coffee_shops,8,0,0,3,0,0,0,0,0,0,3,5,1
91902,2023,Resturants,restaurants,13,3,0,6,3,0,0,0,0,0,12,1,1
91905,2012,Resturants,restaurants,1,0,1,0,0,0,0,0,0,0,1,0,1
91905,2013,Resturants,restaurants,2,2,0,0,0,0,0,0,0,0,2,0,1
91905,2014,Resturants,restaurants,2,2,0,0,0,0,0,0,0,0,2,0,1
91905,2015,Resturants,restaurants,1,1,0,0,0,0,0,0,0,0,1,0,1
91905,2016,Resturants,restaurants,1,1,0,0,0,0,0,0,0,0,1,0,1
91906,2012,Coffee Shops,coffee_shops,1,1,0,0,0,0,0,0,0,0,1,0,1
91906,2012,Fitness,fitness,1,0,1,0,0,0,0,0,0,0,1,0,1
91906,2013,Fitness,fitness,1,0,1,0,0,0,0,0,0,0,1,0,1
91906,2014,Fitness,fitness,1,0,0,1,0,0,0,0,0,0,1,0,1
91906,2015,Fitness,fitness,1,0,0,1,0,0,0,0,0,0,1,0,1
91906,2016,Fitness,fitness,1,0,0,1,0,0,0,0,0,0,1,0,1
91910,2012,Coffee Shops,coffee_shops,13,3,4,4,2,0,0,0,0,0,13,0,1
91910,2012,Fitness,fitness,5,0,0,1,3,0,0,1,0,0,5,0,1
91910,2012,Resturants,restaurants,48,10,7,11,14,5,1,0,0,0,48,0,1
91910,2013,Coffee Shops,coffee_shops,14,5,4,3,2,0,0,0,0,0,14,0,1
91910,2013,Fitness,fitness,5,0,0,1,2,1,0,1,0,0,5,0,1
91910,2013,Resturants,restaurants,46,8,9,9,12,5,3,0,0,0,46,0,1
91910,2014,Coffee Shops,coffee_shops,17,5,4,6,2,0,0,0,0,0,17,0,1
91910,2014,Fitness,fitness,5,0,0,2,1,1,0,0,1,0,5,0,1
91910,2014,Resturants,restaurants,40,8,5,6,14,4,3,0,0,0,40,0,1
91910,2015,Coffee Shops,coffee_shops,18,6,6,4,2,0,0,0,0,0,18,0,1
91910,2015,Fitness,fitness,5,0,0,2,1,1,0,0,1,0,5,0,1
91910,2015,Resturants,restaurants,43,12,5,7,10,7,2,0,0,0,43,0,1
91910,2016,Coffee Shops,coffee_shops,20,8,4,6,2,0,0,0,0,0,20,0,1
91910,2016,Fitness,fitness,7,1,1,0,2,2,0,0,1,0,7,0,1
91910,2016,Resturants,restaurants,47,9,8,9,12,7,2,0,0,0,47,0,1
91910,2017,Coffee Shops,coffee_shops,18,6,4,6,0,0,0,0,0,0,16,2,1
91910,2017,Fitness,fitness,7,0,0,0,0,0,0,0,0,0,0,7,1
91910,2017,Resturants,restaurants,51,11,8,10,13,7,0,0,0,0,49,2,1
91910,2018,Coffee Shops,coffee_shops,20,9,0,6,3,0,0,0,0,0,18,2,1
91910,2018,Fitness,fitness,7,0,0,0,0,0,0,0,0,0,0,7,1
91910,2018,Resturants,restaurants,56,14,7,16,10,6,3,0,0,0,56,0,1
91910,2019,Coffee Shops,coffee_shops,22,7,7,5,3,0,0,0,0,0,22,0,1
91910,2019,Fitness,fitness,7,0,0,0,0,0,0,0,0,0,0,7,1
91910,2019,Resturants,restaurants,58,16,4,17,13,5,3,0,0,0,58,0,1
91910,2020,Coffee Shops,coffee_shops,19,7,3,3,6,0,0,0,0,0,19,0,1
91910,2020,Fitness,fitness,7,0,0,0,0,0,0,0,0,0,0,7,1
91910,2020,Resturants,restaurants,58,16,6,14,14,5,3,0,0,0,58,0,1
91910,2021,Coffee Shops,coffee_shops,23,9,4,4,6,0,0,0,0,0,23,0,1
91910,2021,Fitness,fitness,4,0,0,0,0,0,0,0,0,0,0,4,1
91910,2021,Resturants,restaurants,56,10,10,17,14,3,0,0,0,0,54,2,1
91910,2022,Coffee Shops,coffee_shops,29,14,3,6,6,0,0,0,0,0,29,0,1
91910,2022,Fitness,fitness,4,0,0,0,0,0,0,0,0,0,0,4,1
91910,2022,Resturants,restaurants,56,10,7,12,19,5,3,0,0,0,56,0,1
